B_i,B_j,B_ij
0,0,0.000000e+00
1,0,2.920906e-02
2,0,5.866152e-02
3,0,8.577667e-02
4,0,1.182342e-01
5,0,1.437089e-01
6,0,1.690615e-01
7,0,1.939257e-01
8,0,2.193883e-01
9,0,2.425997e-01
10,0,2.580688e-01
11,0,2.797818e-01
12,0,2.941310e-01
13,0,3.107012e-01
14,0,3.262550e-01
15,0,3.339033e-01
16,0,3.402734e-01
17,0,3.480744e-01
18,0,3.484693e-01
19,0,3.424238e-01
20,0,3.392438e-01
21,0,3.297406e-01
22,0,3.151180e-01
23,0,2.989686e-01
24,0,2.798704e-01
25,0,2.533173e-01
26,0,2.216799e-01
27,0,1.891594e-01
28,0,1.501521e-01
29,0,1.027601e-01
30,0,5.661766e-02
31,0,1.030875e+00
32,0,5.438100e-02
33,0,1.049313e-01
34,0,1.478550e-01
35,0,1.926053e-01
36,0,2.231146e-01
37,0,2.521406e-01
38,0,2.783757e-01
39,0,3.011101e-01
40,0,3.156731e-01
41,0,3.260274e-01
42,0,3.384627e-01
43,0,3.419155e-01
44,0,3.454833e-01
45,0,3.464476e-01
46,0,3.424320e-01
47,0,3.326675e-01
48,0,3.269185e-01
49,0,3.148089e-01
50,0,2.945953e-01
51,0,2.807345e-01
52,0,2.625713e-01
53,0,2.374223e-01
54,0,2.172977e-01
55,0,1.945919e-01
56,0,1.691009e-01
57,0,1.414389e-01
58,0,1.169106e-01
59,0,8.805326e-02
60,0,5.729720e-02
61,0,3.106426e-02
62,0,0.000000e+00
63,0,0.000000e+00
64,0,3.048160e-02
65,0,5.917043e-02
66,0,8.750716e-02
67,0,1.156270e-01
68,0,1.434679e-01
69,0,1.689865e-01
70,0,1.946393e-01
71,0,2.216300e-01
72,0,2.403191e-01
73,0,2.592786e-01
74,0,2.843317e-01
75,0,2.937206e-01
76,0,3.078407e-01
77,0,3.279875e-01
78,0,3.351562e-01
79,0,3.449432e-01
80,0,3.456791e-01
81,0,3.476167e-01
82,0,3.447941e-01
83,0,3.390474e-01
84,0,3.301542e-01
85,0,3.183921e-01
86,0,3.007832e-01
87,0,2.790665e-01
88,0,2.524260e-01
89,0,2.221961e-01
90,0,1.885088e-01
91,0,1.466717e-01
92,0,1.035593e-01
93,0,5.526191e-02
94,0,5.702273e-02
95,0,1.058114e-01
96,0,1.492885e-01
97,0,1.881948e-01
98,0,2.237728e-01
99,0,2.518713e-01
100,0,2.794720e-01
101,0,3.030281e-01
102,0,3.171278e-01
103,0,3.264055e-01
104,0,3.409774e-01
105,0,3.399155e-01
106,0,3.420423e-01
107,0,3.494678e-01
108,0,3.420609e-01
109,0,3.375597e-01
110,0,3.253105e-01
111,0,3.133613e-01
112,0,2.962549e-01
113,0,2.806825e-01
114,0,2.619567e-01
115,0,2.420537e-01
116,0,2.185635e-01
117,0,1.954259e-01
118,0,1.686781e-01
119,0,1.421699e-01
120,0,1.158887e-01
121,0,8.547521e-02
122,0,5.826289e-02
123,0,2.902819e-02
124,0,0.000000e+00
