Knot_index,x,y,sol_analytic,sol_PDDS,err,rerr
0,5.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-nan
1,5.000000e-01,1.612903e-02,5.064917e-02,-1.209929e-03,-5.185910e-02,1.023888e+00
2,5.000000e-01,3.225806e-02,1.011683e-01,-2.410127e-03,-1.035784e-01,1.023823e+00
3,5.000000e-01,4.838710e-02,1.514278e-01,-3.495711e-03,-1.549235e-01,1.023085e+00
4,5.000000e-01,6.451613e-02,2.012985e-01,-4.909465e-03,-2.062080e-01,1.024389e+00
5,5.000000e-01,8.064516e-02,2.506525e-01,-6.107154e-03,-2.567597e-01,1.024365e+00
6,5.000000e-01,9.677419e-02,2.993631e-01,-7.297523e-03,-3.066606e-01,1.024377e+00
7,5.000000e-01,1.129032e-01,3.473053e-01,-8.614791e-03,-3.559200e-01,1.024805e+00
8,5.000000e-01,1.290323e-01,3.943559e-01,-9.834518e-03,-4.041904e-01,1.024938e+00
9,5.000000e-01,1.451613e-01,4.403942e-01,-1.142733e-02,-4.518215e-01,1.025948e+00
10,5.000000e-01,1.612903e-01,4.853020e-01,-1.237185e-02,-4.976738e-01,1.025493e+00
11,5.000000e-01,1.774194e-01,5.289640e-01,-1.367636e-02,-5.426404e-01,1.025855e+00
12,5.000000e-01,1.935484e-01,5.712682e-01,-1.502440e-02,-5.862926e-01,1.026300e+00
13,5.000000e-01,2.096774e-01,6.121060e-01,-1.645406e-02,-6.285600e-01,1.026881e+00
14,5.000000e-01,2.258065e-01,6.513725e-01,-1.796773e-02,-6.693402e-01,1.027584e+00
15,5.000000e-01,2.419355e-01,6.889669e-01,-1.909708e-02,-7.080640e-01,1.027718e+00
16,5.000000e-01,2.580645e-01,7.247928e-01,-2.061507e-02,-7.454079e-01,1.028443e+00
17,5.000000e-01,2.741935e-01,7.587581e-01,-2.184718e-02,-7.806053e-01,1.028793e+00
18,5.000000e-01,2.903226e-01,7.907757e-01,-2.298556e-02,-8.137613e-01,1.029067e+00
19,5.000000e-01,3.064516e-01,8.207634e-01,-2.449153e-02,-8.452550e-01,1.029840e+00
20,5.000000e-01,3.225806e-01,8.486443e-01,-2.560481e-02,-8.742491e-01,1.030171e+00
21,5.000000e-01,3.387097e-01,8.743466e-01,-2.662740e-02,-9.009740e-01,1.030454e+00
22,5.000000e-01,3.548387e-01,8.978045e-01,-2.785238e-02,-9.256569e-01,1.031023e+00
23,5.000000e-01,3.709677e-01,9.189578e-01,-2.870322e-02,-9.476610e-01,1.031235e+00
24,5.000000e-01,3.870968e-01,9.377521e-01,-2.953202e-02,-9.672842e-01,1.031492e+00
25,5.000000e-01,4.032258e-01,9.541393e-01,-3.044057e-02,-9.845798e-01,1.031904e+00
26,5.000000e-01,4.193548e-01,9.680771e-01,-3.086914e-02,-9.989463e-01,1.031887e+00
27,5.000000e-01,4.354839e-01,9.795299e-01,-3.151121e-02,-1.011041e+00,1.032170e+00
28,5.000000e-01,4.516129e-01,9.884683e-01,-3.199557e-02,-1.020464e+00,1.032369e+00
29,5.000000e-01,4.677419e-01,9.948693e-01,-3.220527e-02,-1.027075e+00,1.032371e+00
30,5.000000e-01,4.838710e-01,9.987165e-01,-3.248101e-02,-1.031198e+00,1.032523e+00
31,5.000000e-01,5.000000e-01,1.000000e+00,-3.251377e-02,-1.032514e+00,1.032514e+00
32,5.000000e-01,5.161290e-01,9.987165e-01,-3.245074e-02,-1.031167e+00,1.032492e+00
33,5.000000e-01,5.322581e-01,9.948693e-01,-3.229107e-02,-1.027160e+00,1.032458e+00
34,5.000000e-01,5.483871e-01,9.884683e-01,-3.199014e-02,-1.020458e+00,1.032363e+00
35,5.000000e-01,5.645161e-01,9.795299e-01,-3.155552e-02,-1.011085e+00,1.032215e+00
36,5.000000e-01,5.806452e-01,9.680771e-01,-3.099432e-02,-9.990714e-01,1.032016e+00
37,5.000000e-01,5.967742e-01,9.541393e-01,-3.037021e-02,-9.845095e-01,1.031830e+00
38,5.000000e-01,6.129032e-01,9.377521e-01,-2.950352e-02,-9.672556e-01,1.031462e+00
39,5.000000e-01,6.290323e-01,9.189578e-01,-2.868496e-02,-9.476428e-01,1.031215e+00
40,5.000000e-01,6.451613e-01,8.978045e-01,-2.751718e-02,-9.253217e-01,1.030649e+00
41,5.000000e-01,6.612903e-01,8.743466e-01,-2.653168e-02,-9.008783e-01,1.030345e+00
42,5.000000e-01,6.774194e-01,8.486443e-01,-2.564647e-02,-8.742907e-01,1.030221e+00
43,5.000000e-01,6.935484e-01,8.207634e-01,-2.418635e-02,-8.449498e-01,1.029468e+00
44,5.000000e-01,7.096774e-01,7.907757e-01,-2.309095e-02,-8.138667e-01,1.029200e+00
