Knot_index,x,y,sol_analytic,sol_PDDS,err,rerr
0,5.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00,-nan
1,5.000000e-01,1.612903e-02,5.064917e-02,5.199645e-02,1.347286e-03,2.660035e-02
2,5.000000e-01,3.225806e-02,1.011683e-01,1.042339e-01,3.065557e-03,3.030155e-02
3,5.000000e-01,4.838710e-02,1.514278e-01,1.510649e-01,-3.628421e-04,2.396139e-03
4,5.000000e-01,6.451613e-02,2.012985e-01,2.099297e-01,8.631175e-03,4.287749e-02
5,5.000000e-01,8.064516e-02,2.506525e-01,2.579950e-01,7.342432e-03,2.929327e-02
6,5.000000e-01,9.677419e-02,2.993631e-01,3.068674e-01,7.504267e-03,2.506744e-02
7,5.000000e-01,1.129032e-01,3.473053e-01,3.571343e-01,9.829085e-03,2.830100e-02
8,5.000000e-01,1.290323e-01,3.943559e-01,4.038725e-01,9.516648e-03,2.413213e-02
9,5.000000e-01,1.451613e-01,4.403942e-01,4.599185e-01,1.952438e-02,4.433388e-02
10,5.000000e-01,1.612903e-01,4.853020e-01,4.937782e-01,8.476198e-03,1.746582e-02
11,5.000000e-01,1.774194e-01,5.289640e-01,5.383096e-01,9.345548e-03,1.766764e-02
12,5.000000e-01,1.935484e-01,5.712682e-01,5.822357e-01,1.096749e-02,1.919850e-02
13,5.000000e-01,2.096774e-01,6.121060e-01,6.272286e-01,1.512259e-02,2.470584e-02
14,5.000000e-01,2.258065e-01,6.513725e-01,6.737260e-01,2.235349e-02,3.431752e-02
15,5.000000e-01,2.419355e-01,6.889669e-01,7.051361e-01,1.616914e-02,2.346867e-02
16,5.000000e-01,2.580645e-01,7.247928e-01,7.473214e-01,2.252859e-02,3.108280e-02
17,5.000000e-01,2.741935e-01,7.587581e-01,7.819594e-01,2.320127e-02,3.057796e-02
18,5.000000e-01,2.903226e-01,7.907757e-01,8.112309e-01,2.045519e-02,2.586724e-02
19,5.000000e-01,3.064516e-01,8.207634e-01,8.497211e-01,2.895764e-02,3.528134e-02
20,5.000000e-01,3.225806e-01,8.486443e-01,8.762868e-01,2.764254e-02,3.257259e-02
21,5.000000e-01,3.387097e-01,8.743466e-01,9.008049e-01,2.645826e-02,3.026061e-02
22,5.000000e-01,3.548387e-01,8.978045e-01,9.293110e-01,3.150651e-02,3.509284e-02
23,5.000000e-01,3.709677e-01,9.189578e-01,9.489343e-01,2.997653e-02,3.262013e-02
24,5.000000e-01,3.870968e-01,9.377521e-01,9.677189e-01,2.996679e-02,3.195598e-02
25,5.000000e-01,4.032258e-01,9.541393e-01,9.888455e-01,3.470627e-02,3.637443e-02
26,5.000000e-01,4.193548e-01,9.680771e-01,9.948622e-01,2.678513e-02,2.766838e-02
27,5.000000e-01,4.354839e-01,9.795299e-01,1.009806e+00,3.027619e-02,3.090890e-02
28,5.000000e-01,4.516129e-01,9.884683e-01,1.020725e+00,3.225691e-02,3.263323e-02
29,5.000000e-01,4.677419e-01,9.948693e-01,1.023497e+00,2.862805e-02,2.877568e-02
30,5.000000e-01,4.838710e-01,9.987165e-01,1.030727e+00,3.201008e-02,3.205121e-02
31,5.000000e-01,5.000000e-01,1.000000e+00,1.030875e+00,3.087547e-02,3.087547e-02
32,5.000000e-01,5.161290e-01,9.987165e-01,1.029658e+00,3.094117e-02,3.098093e-02
33,5.000000e-01,5.322581e-01,9.948693e-01,1.026811e+00,3.194123e-02,3.210596e-02
34,5.000000e-01,5.483871e-01,9.884683e-01,1.019981e+00,3.151272e-02,3.188035e-02
35,5.000000e-01,5.645161e-01,9.795299e-01,1.012335e+00,3.280516e-02,3.349072e-02
36,5.000000e-01,5.806452e-01,9.680771e-01,1.000570e+00,3.249248e-02,3.356394e-02
37,5.000000e-01,5.967742e-01,9.541393e-01,9.863651e-01,3.222588e-02,3.377482e-02
38,5.000000e-01,6.129032e-01,9.377521e-01,9.661577e-01,2.840560e-02,3.029116e-02
39,5.000000e-01,6.290323e-01,9.189578e-01,9.495436e-01,3.058575e-02,3.328309e-02
40,5.000000e-01,6.451613e-01,8.978045e-01,9.209993e-01,2.319472e-02,2.583493e-02
41,5.000000e-01,6.612903e-01,8.743466e-01,8.977761e-01,2.342945e-02,2.679652e-02
42,5.000000e-01,6.774194e-01,8.486443e-01,8.790331e-01,3.038880e-02,3.580865e-02
43,5.000000e-01,6.935484e-01,8.207634e-01,8.405311e-01,1.976763e-02,2.408444e-02
44,5.000000e-01,7.096774e-01,7.907757e-01,8.130795e-01,2.230373e-02,2.820487e-02
45,5.000000e-01,7.258065e-01,7.587581e-01,7.779582e-01,1.920010e-02,2.530464e-02
46,5.000000e-01,7.419355e-01,7.247928e-01,7.503990e-01,2.560618e-02,3.532897e-02
47,5.000000e-01,7.580645e-01,6.889669e-01,7.083573e-01,1.939042e-02,2.814420e-02
48,5.000000e-01,7.741935e-01,6.513725e-01,6.702713e-01,1.889883e-02,2.901386e-02
49,5.000000e-01,7.903226e-01,6.121060e-01,6.346521e-01,2.254615e-02,3.683373e-02
50,5.000000e-01,8.064516e-01,5.712682e-01,5.808048e-01,9.536572e-03,1.669369e-02
51,5.000000e-01,8.225806e-01,5.289640e-01,5.442933e-01,1.532932e-02,2.897989e-02
52,5.000000e-01,8.387097e-01,4.853020e-01,5.017608e-01,1.645884e-02,3.391464e-02
53,5.000000e-01,8.548387e-01,4.403942e-01,4.444173e-01,4.023196e-03,9.135443e-03
54,5.000000e-01,8.709677e-01,3.943559e-01,4.030326e-01,8.676738e-03,2.200231e-02
55,5.000000e-01,8.870968e-01,3.473053e-01,3.541129e-01,6.807625e-03,1.960127e-02
56,5.000000e-01,9.032258e-01,2.993631e-01,3.034581e-01,4.094959e-03,1.367890e-02
57,5.000000e-01,9.193548e-01,2.506525e-01,2.566203e-01,5.967781e-03,2.380898e-02
58,5.000000e-01,9.354839e-01,2.012985e-01,2.127604e-01,1.146189e-02,5.693976e-02
59,5.000000e-01,9.516129e-01,1.514278e-01,1.542418e-01,2.814032e-03,1.858333e-02
60,5.000000e-01,9.677419e-01,1.011683e-01,1.037170e-01,2.548653e-03,2.519221e-02
61,5.000000e-01,9.838710e-01,5.064917e-02,5.488912e-02,4.239953e-03,8.371220e-02
62,5.000000e-01,1.000000e+00,1.454732e-15,0.000000e+00,-1.454732e-15,1.000000e+00
63,0.000000e+00,5.000000e-01,0.000000e+00,0.000000e+00,0.000000e+00,-nan
64,1.612903e-02,5.000000e-01,5.064917e-02,5.512604e-02,4.476867e-03,8.838975e-02
65,3.225806e-02,5.000000e-01,1.011683e-01,1.055981e-01,4.429807e-03,4.378650e-02
66,4.838710e-02,5.000000e-01,1.514278e-01,1.549736e-01,3.545802e-03,2.341580e-02
67,6.451613e-02,5.000000e-01,2.012985e-01,2.106240e-01,9.325442e-03,4.632643e-02
68,8.064516e-02,5.000000e-01,2.506525e-01,2.569410e-01,6.288455e-03,2.508833e-02
69,9.677419e-02,5.000000e-01,2.993631e-01,3.059405e-01,6.577424e-03,2.197139e-02
70,1.129032e-01,5.000000e-01,3.473053e-01,3.592217e-01,1.191643e-02,3.431112e-02
71,1.290323e-01,5.000000e-01,3.943559e-01,4.062022e-01,1.184637e-02,3.003979e-02
72,1.451613e-01,5.000000e-01,4.403942e-01,4.537108e-01,1.331662e-02,3.023796e-02
73,1.612903e-01,5.000000e-01,4.853020e-01,4.948879e-01,9.585901e-03,1.975245e-02
74,1.774194e-01,5.000000e-01,5.289640e-01,5.463374e-01,1.737342e-02,3.284424e-02
75,1.935484e-01,5.000000e-01,5.712682e-01,5.861910e-01,1.492274e-02,2.612213e-02
76,2.096774e-01,5.000000e-01,6.121060e-01,6.266775e-01,1.457152e-02,2.380554e-02
77,2.258065e-01,5.000000e-01,6.513725e-01,6.735831e-01,2.221059e-02,3.409813e-02
78,2.419355e-01,5.000000e-01,6.889669e-01,7.166203e-01,2.765341e-02,4.013750e-02
79,2.580645e-01,5.000000e-01,7.247928e-01,7.502029e-01,2.541015e-02,3.505850e-02
80,2.741935e-01,5.000000e-01,7.587581e-01,7.800350e-01,2.127688e-02,2.804172e-02
81,2.903226e-01,5.000000e-01,7.907757e-01,8.168427e-01,2.606692e-02,3.296373e-02
82,3.064516e-01,5.000000e-01,8.207634e-01,8.484287e-01,2.766524e-02,3.370671e-02
83,3.225806e-01,5.000000e-01,8.486443e-01,8.749285e-01,2.628426e-02,3.097205e-02
84,3.387097e-01,5.000000e-01,8.743466e-01,9.000007e-01,2.565413e-02,2.934092e-02
85,3.548387e-01,5.000000e-01,8.978045e-01,9.253983e-01,2.759371e-02,3.073465e-02
86,3.709677e-01,5.000000e-01,9.189578e-01,9.504402e-01,3.148243e-02,3.425884e-02
87,3.870968e-01,5.000000e-01,9.377521e-01,9.662712e-01,2.851906e-02,3.041215e-02
88,4.032258e-01,5.000000e-01,9.541393e-01,9.831731e-01,2.903383e-02,3.042934e-02
89,4.193548e-01,5.000000e-01,9.680771e-01,9.953391e-01,2.726199e-02,2.816097e-02
90,4.354839e-01,5.000000e-01,9.795299e-01,1.013334e+00,3.380434e-02,3.451078e-02
91,4.516129e-01,5.000000e-01,9.884683e-01,1.020609e+00,3.214025e-02,3.251521e-02
92,4.677419e-01,5.000000e-01,9.948693e-01,1.022211e+00,2.734206e-02,2.748306e-02
93,4.838710e-01,5.000000e-01,9.987165e-01,1.031499e+00,3.278222e-02,3.282435e-02
94,5.161290e-01,5.000000e-01,9.987165e-01,1.029632e+00,3.091531e-02,3.095504e-02
95,5.322581e-01,5.000000e-01,9.948693e-01,1.027441e+00,3.257118e-02,3.273916e-02
96,5.483871e-01,5.000000e-01,9.884683e-01,1.020363e+00,3.189482e-02,3.226691e-02
97,5.645161e-01,5.000000e-01,9.795299e-01,1.010613e+00,3.108283e-02,3.173239e-02
98,5.806452e-01,5.000000e-01,9.680771e-01,9.993173e-01,3.124021e-02,3.227037e-02
99,5.967742e-01,5.000000e-01,9.541393e-01,9.876535e-01,3.351428e-02,3.512515e-02
100,6.129032e-01,5.000000e-01,9.377521e-01,9.606184e-01,2.286631e-02,2.438418e-02
101,6.290323e-01,5.000000e-01,9.189578e-01,9.496783e-01,3.072053e-02,3.342975e-02
102,6.451613e-01,5.000000e-01,8.978045e-01,9.278610e-01,3.005647e-02,3.347774e-02
103,6.612903e-01,5.000000e-01,8.743466e-01,9.004587e-01,2.611206e-02,2.986466e-02
104,6.774194e-01,5.000000e-01,8.486443e-01,8.733265e-01,2.468224e-02,2.908432e-02
105,6.935484e-01,5.000000e-01,8.207634e-01,8.374385e-01,1.667511e-02,2.031658e-02
106,7.096774e-01,5.000000e-01,7.907757e-01,8.059102e-01,1.513443e-02,1.913871e-02
107,7.258065e-01,5.000000e-01,7.587581e-01,7.873991e-01,2.864095e-02,3.774714e-02
108,7.419355e-01,5.000000e-01,7.247928e-01,7.425337e-01,1.774091e-02,2.447722e-02
109,7.580645e-01,5.000000e-01,6.889669e-01,7.087339e-01,1.976698e-02,2.869075e-02
110,7.741935e-01,5.000000e-01,6.513725e-01,6.730836e-01,2.171111e-02,3.333133e-02
111,7.903226e-01,5.000000e-01,6.121060e-01,6.302480e-01,1.814201e-02,2.963867e-02
112,8.064516e-01,5.000000e-01,5.712682e-01,5.818448e-01,1.057656e-02,1.851418e-02
113,8.225806e-01,5.000000e-01,5.289640e-01,5.414856e-01,1.252158e-02,2.367189e-02
114,8.387097e-01,5.000000e-01,4.853020e-01,4.979127e-01,1.261073e-02,2.598532e-02
115,8.548387e-01,5.000000e-01,4.403942e-01,4.521871e-01,1.179298e-02,2.677825e-02
116,8.709677e-01,5.000000e-01,3.943559e-01,4.027878e-01,8.431947e-03,2.138157e-02
117,8.870968e-01,5.000000e-01,3.473053e-01,3.605677e-01,1.326241e-02,3.818660e-02
