Knot_index,x,y,sol_analytic,sol_PDDS,err,rerr
0,-5.000000e+01,-1.000000e+02,3.450488e+00,3.450488e+00,-4.440892e-16,1.287033e-16
1,-5.000000e+01,-9.838710e+01,3.526920e+00,3.526884e+00,-3.619341e-05,1.026204e-05
2,-5.000000e+01,-9.677419e+01,3.583710e+00,3.583535e+00,-1.754109e-04,4.894675e-05
3,-5.000000e+01,-9.516129e+01,3.620959e+00,3.620873e+00,-8.618629e-05,2.380206e-05
4,-5.000000e+01,-9.354839e+01,3.639292e+00,3.639322e+00,2.994600e-05,8.228521e-06
5,-5.000000e+01,-9.193548e+01,3.639619e+00,3.639440e+00,-1.794331e-04,4.929995e-05
6,-5.000000e+01,-9.032258e+01,3.623108e+00,3.622890e+00,-2.176514e-04,6.007312e-05
7,-5.000000e+01,-8.870968e+01,3.591221e+00,3.591177e+00,-4.372551e-05,1.217567e-05
8,-5.000000e+01,-8.709677e+01,3.545717e+00,3.545486e+00,-2.315747e-04,6.531109e-05
9,-5.000000e+01,-8.548387e+01,3.488588e+00,3.488411e+00,-1.774227e-04,5.085802e-05
10,-5.000000e+01,-8.387097e+01,3.421892e+00,3.421427e+00,-4.656671e-04,1.360847e-04
11,-5.000000e+01,-8.225806e+01,3.347493e+00,3.347392e+00,-1.009652e-04,3.016142e-05
12,-5.000000e+01,-8.064516e+01,3.266662e+00,3.266443e+00,-2.189885e-04,6.703741e-05
13,-5.000000e+01,-7.903226e+01,3.179585e+00,3.179217e+00,-3.684133e-04,1.158684e-04
14,-5.000000e+01,-7.741935e+01,3.085008e+00,3.084441e+00,-5.670096e-04,1.837952e-04
15,-5.000000e+01,-7.580645e+01,2.980688e+00,2.980274e+00,-4.139485e-04,1.388768e-04
16,-5.000000e+01,-7.419355e+01,2.865813e+00,2.865494e+00,-3.190565e-04,1.113319e-04
17,-5.000000e+01,-7.258065e+01,2.745300e+00,2.745053e+00,-2.466223e-04,8.983438e-05
18,-5.000000e+01,-7.096774e+01,2.631833e+00,2.631453e+00,-3.804425e-04,1.445542e-04
19,-5.000000e+01,-6.935484e+01,2.540617e+00,2.540082e+00,-5.341161e-04,2.102309e-04
20,-5.000000e+01,-6.774194e+01,2.480893e+00,2.480647e+00,-2.459678e-04,9.914485e-05
21,-5.000000e+01,-6.612903e+01,2.453297e+00,2.452865e+00,-4.320460e-04,1.761084e-04
22,-5.000000e+01,-6.451613e+01,2.453263e+00,2.452653e+00,-6.096487e-04,2.485052e-04
23,-5.000000e+01,-6.290323e+01,2.474922e+00,2.474505e+00,-4.169240e-04,1.684594e-04
24,-5.000000e+01,-6.129032e+01,2.512936e+00,2.512283e+00,-6.529977e-04,2.598545e-04
25,-5.000000e+01,-5.967742e+01,2.562863e+00,2.562241e+00,-6.220613e-04,2.427213e-04
26,-5.000000e+01,-5.806452e+01,2.621019e+00,2.620282e+00,-7.373978e-04,2.813401e-04
27,-5.000000e+01,-5.645161e+01,2.684300e+00,2.683542e+00,-7.577441e-04,2.822874e-04
28,-5.000000e+01,-5.483871e+01,2.750091e+00,2.749511e+00,-5.799929e-04,2.108995e-04
29,-5.000000e+01,-5.322581e+01,2.816275e+00,2.815702e+00,-5.726020e-04,2.033189e-04
30,-5.000000e+01,-5.161290e+01,2.881268e+00,2.880695e+00,-5.734164e-04,1.990153e-04
31,-5.000000e+01,-5.000000e+01,2.944065e+00,2.943520e+00,-5.458086e-04,1.853928e-04
32,-5.000000e+01,-4.838710e+01,3.004172e+00,3.003613e+00,-5.583136e-04,1.858461e-04
33,-5.000000e+01,-4.677419e+01,3.061359e+00,3.060817e+00,-5.427447e-04,1.772888e-04
34,-5.000000e+01,-4.516129e+01,3.115190e+00,3.114339e+00,-8.507964e-04,2.731122e-04
35,-5.000000e+01,-4.354839e+01,3.164436e+00,3.163767e+00,-6.693242e-04,2.115145e-04
36,-5.000000e+01,-4.193548e+01,3.206769e+00,3.206120e+00,-6.496012e-04,2.025718e-04
37,-5.000000e+01,-4.032258e+01,3.239059e+00,3.238302e+00,-7.563375e-04,2.335053e-04
38,-5.000000e+01,-3.870968e+01,3.258230e+00,3.257520e+00,-7.104992e-04,2.180629e-04
39,-5.000000e+01,-3.709677e+01,3.262142e+00,3.261271e+00,-8.705480e-04,2.668639e-04
40,-5.000000e+01,-3.548387e+01,3.249970e+00,3.249029e+00,-9.407856e-04,2.894752e-04
41,-5.000000e+01,-3.387097e+01,3.222055e+00,3.221264e+00,-7.906368e-04,2.453828e-04
42,-5.000000e+01,-3.225806e+01,3.179527e+00,3.178531e+00,-9.955929e-04,3.131261e-04
43,-5.000000e+01,-3.064516e+01,3.124020e+00,3.122964e+00,-1.055511e-03,3.378696e-04
44,-5.000000e+01,-2.903226e+01,3.057634e+00,3.056499e+00,-1.134936e-03,3.711812e-04
45,-5.000000e+01,-2.741935e+01,2.983090e+00,2.982026e+00,-1.063992e-03,3.566743e-04
46,-5.000000e+01,-2.580645e+01,2.903881e+00,2.902937e+00,-9.444915e-04,3.252514e-04
47,-5.000000e+01,-2.419355e+01,2.824120e+00,2.823294e+00,-8.252075e-04,2.921999e-04
48,-5.000000e+01,-2.258065e+01,2.747965e+00,2.747242e+00,-7.224253e-04,2.628947e-04
49,-5.000000e+01,-2.096774e+01,2.678824e+00,2.677750e+00,-1.073839e-03,4.008623e-04
50,-5.000000e+01,-1.935484e+01,2.618782e+00,2.617818e+00,-9.645134e-04,3.683061e-04
51,-5.000000e+01,-1.774194e+01,2.568552e+00,2.567857e+00,-6.957392e-04,2.708682e-04
52,-5.000000e+01,-1.612903e+01,2.527843e+00,2.526646e+00,-1.197148e-03,4.735847e-04
53,-5.000000e+01,-1.451613e+01,2.495856e+00,2.494765e+00,-1.091111e-03,4.371692e-04
54,-5.000000e+01,-1.290323e+01,2.471701e+00,2.470676e+00,-1.024796e-03,4.146118e-04
55,-5.000000e+01,-1.129032e+01,2.454661e+00,2.453454e+00,-1.207204e-03,4.918009e-04
56,-5.000000e+01,-9.677419e+00,2.444376e+00,2.442900e+00,-1.475832e-03,6.037666e-04
57,-5.000000e+01,-8.064516e+00,2.440997e+00,2.439830e+00,-1.167647e-03,4.783484e-04
58,-5.000000e+01,-6.451613e+00,2.445386e+00,2.444485e+00,-9.017535e-04,3.687571e-04
59,-5.000000e+01,-4.838710e+00,2.459336e+00,2.458412e+00,-9.243145e-04,3.758391e-04
60,-5.000000e+01,-3.225806e+00,2.485699e+00,2.484650e+00,-1.049079e-03,4.220457e-04
61,-5.000000e+01,-1.612903e+00,2.528001e+00,2.526882e+00,-1.119117e-03,4.426885e-04
62,-5.000000e+01,0.000000e+00,2.588799e+00,2.587771e+00,-1.027997e-03,3.970942e-04
63,-5.000000e+01,1.612903e+00,2.666519e+00,2.665580e+00,-9.398025e-04,3.524454e-04
64,-5.000000e+01,3.225806e+00,2.752931e+00,2.751923e+00,-1.007505e-03,3.659755e-04
65,-5.000000e+01,4.838710e+00,2.835497e+00,2.834490e+00,-1.006729e-03,3.550452e-04
66,-5.000000e+01,6.451613e+00,2.904343e+00,2.903348e+00,-9.944518e-04,3.424017e-04
67,-5.000000e+01,8.064516e+00,2.956777e+00,2.955762e+00,-1.014420e-03,3.430830e-04
68,-5.000000e+01,9.677419e+00,2.995776e+00,2.994726e+00,-1.050224e-03,3.505683e-04
69,-5.000000e+01,1.129032e+01,3.026192e+00,3.025300e+00,-8.925973e-04,2.949572e-04
70,-5.000000e+01,1.290323e+01,3.052336e+00,3.051373e+00,-9.626673e-04,3.153871e-04
71,-5.000000e+01,1.451613e+01,3.077296e+00,3.076273e+00,-1.023572e-03,3.326204e-04
72,-5.000000e+01,1.612903e+01,3.103062e+00,3.102004e+00,-1.058580e-03,3.411403e-04
73,-5.000000e+01,1.774194e+01,3.130814e+00,3.129982e+00,-8.323971e-04,2.658724e-04
74,-5.000000e+01,1.935484e+01,3.161148e+00,3.160024e+00,-1.123673e-03,3.554634e-04
75,-5.000000e+01,2.096774e+01,3.194195e+00,3.193193e+00,-1.002439e-03,3.138316e-04
76,-5.000000e+01,2.258065e+01,3.229663e+00,3.228518e+00,-1.145395e-03,3.546485e-04
77,-5.000000e+01,2.419355e+01,3.266806e+00,3.265973e+00,-8.326679e-04,2.548875e-04
78,-5.000000e+01,2.580645e+01,3.304340e+00,3.303001e+00,-1.339120e-03,4.052610e-04
79,-5.000000e+01,2.741935e+01,3.340323e+00,3.339410e+00,-9.127007e-04,2.732373e-04
80,-5.000000e+01,2.903226e+01,3.372031e+00,3.370893e+00,-1.138299e-03,3.375707e-04
81,-5.000000e+01,3.064516e+01,3.395981e+00,3.395350e+00,-6.308870e-04,1.857746e-04
82,-5.000000e+01,3.225806e+01,3.408358e+00,3.407457e+00,-9.013174e-04,2.644433e-04
83,-5.000000e+01,3.387097e+01,3.406146e+00,3.405166e+00,-9.800867e-04,2.877407e-04
84,-5.000000e+01,3.548387e+01,3.388786e+00,3.387944e+00,-8.418116e-04,2.484110e-04
85,-5.000000e+01,3.709677e+01,3.359212e+00,3.358512e+00,-6.998592e-04,2.083403e-04
86,-5.000000e+01,3.870968e+01,3.322860e+00,3.321770e+00,-1.089750e-03,3.279555e-04
87,-5.000000e+01,4.032258e+01,3.284997e+00,3.284062e+00,-9.347444e-04,2.845496e-04
88,-5.000000e+01,4.193548e+01,3.248581e+00,3.247966e+00,-6.149180e-04,1.892882e-04
89,-5.000000e+01,4.354839e+01,3.214056e+00,3.213232e+00,-8.236645e-04,2.562695e-04
90,-5.000000e+01,4.516129e+01,3.180455e+00,3.179754e+00,-7.007440e-04,2.203283e-04
91,-5.000000e+01,4.677419e+01,3.146612e+00,3.145994e+00,-6.172181e-04,1.961532e-04
92,-5.000000e+01,4.838710e+01,3.111892e+00,3.111302e+00,-5.898111e-04,1.895346e-04
93,-5.000000e+01,5.000000e+01,3.076434e+00,3.076024e+00,-4.097442e-04,1.331880e-04
94,-5.000000e+01,5.161290e+01,3.041051e+00,3.040517e+00,-5.339567e-04,1.755829e-04
95,-5.000000e+01,5.322581e+01,3.006912e+00,3.006391e+00,-5.203628e-04,1.730555e-04
96,-5.000000e+01,5.483871e+01,2.975086e+00,2.974460e+00,-6.256937e-04,2.103111e-04
97,-5.000000e+01,5.645161e+01,2.946121e+00,2.945328e+00,-7.931432e-04,2.692161e-04
98,-5.000000e+01,5.806452e+01,2.919863e+00,2.919403e+00,-4.597003e-04,1.574390e-04
99,-5.000000e+01,5.967742e+01,2.895689e+00,2.895238e+00,-4.511829e-04,1.558119e-04
100,-5.000000e+01,6.129032e+01,2.873038e+00,2.872381e+00,-6.563321e-04,2.284454e-04
101,-5.000000e+01,6.290323e+01,2.851885e+00,2.851048e+00,-8.361557e-04,2.931941e-04
102,-5.000000e+01,6.451613e+01,2.832861e+00,2.832479e+00,-3.817831e-04,1.347694e-04
103,-5.000000e+01,6.612903e+01,2.816975e+00,2.816370e+00,-6.052121e-04,2.148447e-04
104,-5.000000e+01,6.774194e+01,2.805138e+00,2.804715e+00,-4.226212e-04,1.506597e-04
105,-5.000000e+01,6.935484e+01,2.797717e+00,2.797034e+00,-6.828894e-04,2.440881e-04
106,-5.000000e+01,7.096774e+01,2.794260e+00,2.793635e+00,-6.245527e-04,2.235127e-04
107,-5.000000e+01,7.258065e+01,2.793507e+00,2.792944e+00,-5.637418e-04,2.018043e-04
108,-5.000000e+01,7.419355e+01,2.793814e+00,2.793337e+00,-4.771490e-04,1.707877e-04
109,-5.000000e+01,7.580645e+01,2.794073e+00,2.793782e+00,-2.904263e-04,1.039437e-04
110,-5.000000e+01,7.741935e+01,2.794886e+00,2.794582e+00,-3.043735e-04,1.089037e-04
111,-5.000000e+01,7.903226e+01,2.799092e+00,2.798792e+00,-2.994849e-04,1.069936e-04
