B_i,B_j,B_ij
0,0,0.000000e+00
1,0,-5.640654e-04
2,0,-1.115232e-03
3,0,-1.642461e-03
4,0,-2.308552e-03
5,0,-2.862072e-03
6,0,-3.392342e-03
7,0,-3.975767e-03
8,0,-4.591799e-03
9,0,-5.250914e-03
10,0,-5.657735e-03
11,0,-6.325451e-03
12,0,-6.802978e-03
13,0,-7.424716e-03
14,0,-8.039021e-03
15,0,-8.451649e-03
16,0,-8.913121e-03
17,0,-9.351198e-03
18,0,-9.630166e-03
19,0,-9.788301e-03
20,0,-9.974392e-03
21,0,-9.937303e-03
22,0,-9.817937e-03
23,0,-9.517045e-03
24,0,-9.115934e-03
25,0,-8.464853e-03
26,0,-7.593099e-03
27,0,-6.603136e-03
28,0,-5.355877e-03
29,0,-3.760125e-03
30,0,-2.089241e-03
31,0,-3.251377e-02
32,0,-2.023982e-03
33,0,-3.818314e-03
34,0,-5.300749e-03
35,0,-6.711659e-03
36,0,-7.595089e-03
37,0,-8.406537e-03
38,0,-9.088168e-03
39,0,-9.547170e-03
40,0,-9.730647e-03
41,0,-9.820361e-03
42,0,-9.919657e-03
43,0,-9.745801e-03
44,0,-9.565898e-03
45,0,-9.292843e-03
46,0,-8.965743e-03
47,0,-8.415812e-03
48,0,-8.021347e-03
49,0,-7.534708e-03
50,0,-6.832578e-03
51,0,-6.324882e-03
52,0,-5.796993e-03
53,0,-5.045927e-03
54,0,-4.531355e-03
55,0,-3.950343e-03
56,0,-3.381110e-03
57,0,-2.787076e-03
58,0,-2.297268e-03
59,0,-1.696449e-03
60,0,-1.099302e-03
61,0,-6.004489e-04
62,0,0.000000e+00
63,0,0.000000e+00
64,0,-5.754358e-04
65,0,-1.135913e-03
66,0,-1.686789e-03
67,0,-2.264208e-03
68,0,-2.843701e-03
69,0,-3.402467e-03
70,0,-3.979514e-03
71,0,-4.664517e-03
72,0,-5.155128e-03
73,0,-5.723527e-03
74,0,-6.469113e-03
75,0,-6.858999e-03
76,0,-7.396943e-03
77,0,-8.089869e-03
78,0,-8.523525e-03
79,0,-9.022513e-03
80,0,-9.312852e-03
81,0,-9.640942e-03
82,0,-9.871361e-03
83,0,-9.967809e-03
84,0,-9.983497e-03
85,0,-9.847751e-03
86,0,-9.569123e-03
87,0,-9.094592e-03
88,0,-8.426469e-03
89,0,-7.600004e-03
90,0,-6.575573e-03
91,0,-5.249830e-03
92,0,-3.776712e-03
93,0,-2.062619e-03
94,0,-2.115006e-03
95,0,-3.860283e-03
96,0,-5.319235e-03
97,0,-6.565235e-03
98,0,-7.637461e-03
99,0,-8.383424e-03
100,0,-9.087142e-03
101,0,-9.569482e-03
102,0,-9.823601e-03
103,0,-9.825663e-03
104,0,-9.939667e-03
105,0,-9.667332e-03
106,0,-9.466889e-03
107,0,-9.376366e-03
108,0,-8.916689e-03
109,0,-8.541518e-03
110,0,-8.008715e-03
111,0,-7.488774e-03
112,0,-6.832064e-03
113,0,-6.320672e-03
114,0,-5.756149e-03
115,0,-5.173714e-03
116,0,-4.534834e-03
117,0,-4.008090e-03
118,0,-3.382028e-03
119,0,-2.798554e-03
120,0,-2.250470e-03
121,0,-1.634538e-03
122,0,-1.118787e-03
123,0,-5.390359e-04
124,0,0.000000e+00
