Gvar_i,Gvar_j,Gvar_ij
64,0,1.037523e-06
65,0,1.249359e-05
66,0,9.037857e-07
67,0,1.111240e-05
68,0,3.970170e-05
69,0,1.406316e-05
70,0,2.128575e-06
71,0,2.119944e-05
72,0,2.600012e-05
73,0,6.629547e-07
74,0,3.582113e-06
75,0,1.390611e-05
76,0,4.486868e-06
77,0,4.572667e-05
78,0,4.684838e-06
79,0,2.080020e-06
80,0,9.652047e-06
81,0,2.205372e-05
82,0,1.126739e-04
83,0,1.926515e-06
84,0,1.902106e-05
85,0,2.634308e-05
86,0,1.265543e-05
87,0,4.236950e-05
88,0,3.621283e-05
89,0,6.802481e-05
90,0,1.012921e-07
91,0,3.691453e-08
92,0,3.641527e-05
93,0,2.496741e-08
94,0,1.408405e-08
95,0,1.476413e-06
96,0,1.131464e-06
97,0,5.631832e-07
98,0,1.311745e-05
99,0,7.366621e-07
100,0,3.080554e-06
101,0,5.609644e-06
102,0,1.565592e-06
103,0,1.686051e-05
104,0,1.579219e-05
105,0,4.325361e-06
106,0,3.100297e-06
107,0,3.211006e-05
108,0,6.717198e-05
109,0,3.231508e-05
110,0,2.596352e-06
111,0,2.972004e-05
112,0,2.663211e-05
113,0,3.369466e-05
114,0,2.181997e-06
115,0,2.029286e-05
116,0,5.077462e-05
117,0,1.148272e-05
118,0,4.382277e-06
119,0,6.307258e-07
120,0,9.721007e-06
121,0,1.771761e-05
122,0,2.325787e-08
123,0,2.714468e-05
64,1,3.971164e-05
65,1,1.989840e-05
66,1,6.545585e-05
67,1,8.357967e-05
68,1,2.086733e-04
69,1,1.168604e-04
70,1,1.137112e-04
71,1,1.571313e-04
72,1,1.833231e-04
73,1,1.928700e-05
74,1,2.213548e-04
75,1,1.876432e-04
76,1,1.410200e-04
77,1,1.989704e-04
78,1,1.848403e-04
79,1,1.842903e-04
80,1,1.387040e-04
81,1,1.719765e-04
82,1,2.895647e-04
83,1,1.165058e-04
84,1,2.280114e-04
85,1,1.766970e-04
86,1,1.272619e-04
87,1,6.682953e-05
88,1,3.347187e-04
89,1,1.180063e-04
90,1,2.416990e-06
91,1,8.463049e-07
92,1,1.845345e-04
93,1,5.891155e-07
94,1,3.398492e-07
95,1,5.628066e-05
96,1,1.779594e-04
97,1,4.013910e-05
98,1,1.418682e-04
99,1,4.434566e-05
100,1,1.532587e-04
101,1,1.598855e-04
102,1,1.508413e-04
103,1,2.684074e-04
104,1,1.196093e-04
105,1,1.763530e-04
106,1,1.841210e-04
107,1,2.798200e-04
108,1,1.775348e-04
109,1,2.574455e-04
110,1,2.423026e-04
111,1,1.814671e-04
112,1,1.477873e-04
113,1,2.689403e-04
114,1,2.570610e-04
115,1,8.203104e-05
116,1,2.091184e-04
117,1,1.199142e-04
118,1,1.880519e-04
119,1,8.574763e-05
120,1,8.121419e-05
121,1,9.482150e-05
122,1,5.211639e-07
123,1,5.871069e-06
64,2,5.480153e-05
65,2,8.089374e-05
66,2,1.411166e-04
67,2,1.195787e-04
68,2,2.273376e-04
69,2,1.888277e-04
70,2,2.438254e-04
71,2,2.896078e-04
72,2,2.792947e-04
73,2,3.036881e-04
74,2,3.611615e-04
75,2,3.380941e-04
76,2,2.744141e-04
77,2,2.269663e-04
78,2,6.733916e-04
79,2,7.281515e-04
80,2,6.611796e-04
81,2,2.296116e-04
82,2,5.184886e-04
83,2,5.341085e-04
