B_i,B_j,B_ij
0,0,0.000000e+00
1,0,-7.839998e-06
2,0,-1.386886e-05
3,0,-1.987687e-05
4,0,-2.757787e-05
5,0,-3.222627e-05
6,0,-3.535740e-05
7,0,-3.955624e-05
8,0,-4.368394e-05
9,0,-4.736312e-05
10,0,-4.683171e-05
11,0,-5.139046e-05
12,0,-4.988780e-05
13,0,-5.226193e-05
14,0,-5.329136e-05
15,0,-5.332899e-05
16,0,-5.414919e-05
17,0,-5.368761e-05
18,0,-5.336201e-05
19,0,-5.278158e-05
20,0,-5.314807e-05
21,0,-5.311293e-05
22,0,-5.311526e-05
23,0,-5.250630e-05
24,0,-5.242553e-05
25,0,-5.040262e-05
26,0,-4.961355e-05
27,0,-4.891714e-05
28,0,-4.430738e-05
29,0,-3.330027e-05
30,0,-2.155206e-05
31,0,-5.319903e-04
32,0,-2.077190e-05
33,0,-3.476220e-05
34,0,-4.211205e-05
35,0,-4.938683e-05
36,0,-5.085691e-05
37,0,-5.120578e-05
38,0,-5.216858e-05
39,0,-5.225270e-05
40,0,-5.180677e-05
41,0,-5.074797e-05
42,0,-5.225507e-05
43,0,-5.199524e-05
44,0,-5.364183e-05
45,0,-5.321848e-05
46,0,-5.421626e-05
47,0,-5.275913e-05
48,0,-5.470602e-05
49,0,-5.214838e-05
50,0,-5.216188e-05
51,0,-5.110392e-05
52,0,-4.964769e-05
53,0,-4.465201e-05
54,0,-4.271030e-05
55,0,-3.917612e-05
56,0,-3.540909e-05
57,0,-3.037949e-05
58,0,-2.741572e-05
59,0,-2.105582e-05
60,0,-1.413767e-05
61,0,-8.340265e-06
62,0,0.000000e+00
63,0,0.000000e+00
64,0,-7.479785e-06
65,0,-1.456333e-05
66,0,-2.075409e-05
67,0,-2.590131e-05
68,0,-3.228904e-05
69,0,-3.660399e-05
70,0,-3.965584e-05
71,0,-4.501436e-05
72,0,-4.551076e-05
73,0,-4.859632e-05
74,0,-5.279223e-05
75,0,-5.134041e-05
76,0,-5.151059e-05
77,0,-5.430225e-05
78,0,-5.442712e-05
79,0,-5.486734e-05
80,0,-5.349607e-05
81,0,-5.294354e-05
82,0,-5.307779e-05
83,0,-5.228887e-05
84,0,-5.165728e-05
85,0,-5.315494e-05
86,0,-5.254394e-05
87,0,-5.268471e-05
88,0,-5.090024e-05
89,0,-5.131189e-05
90,0,-4.842962e-05
91,0,-4.173354e-05
92,0,-3.284619e-05
93,0,-2.082835e-05
94,0,-2.231292e-05
95,0,-3.472922e-05
96,0,-4.278585e-05
97,0,-4.770595e-05
98,0,-5.148543e-05
99,0,-5.131016e-05
100,0,-5.315699e-05
101,0,-5.213951e-05
102,0,-5.311682e-05
103,0,-5.095629e-05
104,0,-5.146887e-05
105,0,-5.098371e-05
106,0,-5.067805e-05
107,0,-5.452223e-05
108,0,-5.538292e-05
109,0,-5.554479e-05
110,0,-5.291788e-05
111,0,-5.238161e-05
112,0,-5.114686e-05
113,0,-5.027881e-05
114,0,-4.748412e-05
115,0,-4.532824e-05
116,0,-4.318204e-05
117,0,-3.974111e-05
118,0,-3.613857e-05
119,0,-3.092121e-05
120,0,-2.668987e-05
121,0,-1.970645e-05
122,0,-1.405038e-05
123,0,-6.916325e-06
124,0,0.000000e+00
