B_i,B_j,B_ij
0,0,0.000000e+00
1,0,-1.923575e-11
2,0,-3.216047e-11
3,0,-4.777314e-11
4,0,-6.255055e-11
5,0,-7.811890e-11
6,0,-8.395948e-11
7,0,-9.470083e-11
8,0,-1.085118e-10
9,0,-1.165789e-10
10,0,-1.178285e-10
11,0,-1.293269e-10
12,0,-1.296705e-10
13,0,-1.385725e-10
14,0,-1.448828e-10
15,0,-1.454826e-10
16,0,-1.508046e-10
17,0,-1.507904e-10
18,0,-1.516548e-10
19,0,-1.552508e-10
20,0,-1.609609e-10
21,0,-1.619121e-10
22,0,-1.596901e-10
23,0,-1.607892e-10
24,0,-1.499027e-10
25,0,-1.515972e-10
26,0,-1.403715e-10
27,0,-1.342684e-10
28,0,-1.178276e-10
29,0,-8.427559e-11
30,0,-5.628461e-11
31,0,-1.404449e-09
32,0,-5.095167e-11
33,0,-8.903275e-11
34,0,-1.127831e-10
35,0,-1.361871e-10
36,0,-1.441621e-10
37,0,-1.495114e-10
38,0,-1.527775e-10
39,0,-1.575202e-10
40,0,-1.531230e-10
41,0,-1.512134e-10
42,0,-1.523106e-10
43,0,-1.511103e-10
44,0,-1.530347e-10
45,0,-1.475668e-10
46,0,-1.505810e-10
47,0,-1.437303e-10
48,0,-1.421622e-10
49,0,-1.356101e-10
50,0,-1.318401e-10
51,0,-1.260615e-10
52,0,-1.240523e-10
53,0,-1.092619e-10
54,0,-1.034447e-10
55,0,-9.478360e-11
56,0,-8.153832e-11
57,0,-7.058297e-11
58,0,-6.504167e-11
59,0,-4.851717e-11
60,0,-3.241611e-11
61,0,-1.929493e-11
62,0,0.000000e+00
63,0,0.000000e+00
64,0,-1.749872e-11
65,0,-3.437407e-11
66,0,-5.001485e-11
67,0,-6.091768e-11
68,0,-7.704024e-11
69,0,-8.607447e-11
70,0,-9.672943e-11
71,0,-1.092560e-10
72,0,-1.125306e-10
73,0,-1.212830e-10
74,0,-1.322065e-10
75,0,-1.330411e-10
76,0,-1.324645e-10
77,0,-1.450250e-10
78,0,-1.508185e-10
79,0,-1.550824e-10
80,0,-1.498997e-10
81,0,-1.550455e-10
82,0,-1.535609e-10
83,0,-1.572534e-10
84,0,-1.562225e-10
85,0,-1.539187e-10
86,0,-1.550139e-10
87,0,-1.538801e-10
88,0,-1.520633e-10
89,0,-1.467638e-10
90,0,-1.355545e-10
91,0,-1.142332e-10
92,0,-8.613088e-11
93,0,-5.231005e-11
94,0,-5.661070e-11
95,0,-9.322996e-11
96,0,-1.155157e-10
97,0,-1.324589e-10
98,0,-1.437748e-10
99,0,-1.522515e-10
100,0,-1.584400e-10
101,0,-1.572723e-10
102,0,-1.601772e-10
103,0,-1.509644e-10
104,0,-1.532652e-10
105,0,-1.494292e-10
106,0,-1.471596e-10
107,0,-1.533407e-10
108,0,-1.484640e-10
109,0,-1.506141e-10
110,0,-1.421096e-10
111,0,-1.370192e-10
112,0,-1.299818e-10
113,0,-1.246331e-10
114,0,-1.175107e-10
115,0,-1.108817e-10
116,0,-9.947558e-11
117,0,-9.559691e-11
118,0,-8.489964e-11
119,0,-7.190001e-11
120,0,-6.359817e-11
121,0,-4.711102e-11
122,0,-3.430761e-11
123,0,-1.562013e-11
124,0,0.000000e+00
