Gvar_i,Gvar_j,Gvar_ij
64,0,1.070454e-06
65,0,1.267938e-05
66,0,9.078807e-07
67,0,1.148707e-05
68,0,4.046926e-05
69,0,1.416749e-05
70,0,2.143981e-06
71,0,2.171852e-05
72,0,2.607243e-05
73,0,6.664839e-07
74,0,3.664830e-06
75,0,1.402077e-05
76,0,4.522921e-06
77,0,4.605410e-05
78,0,4.724923e-06
79,0,2.162953e-06
80,0,9.997388e-06
81,0,2.223260e-05
82,0,1.135804e-04
83,0,1.963458e-06
84,0,1.916309e-05
85,0,2.655853e-05
86,0,1.277342e-05
87,0,4.268897e-05
88,0,3.867374e-05
89,0,7.017697e-05
90,0,1.022421e-07
91,0,3.740024e-08
92,0,3.693607e-05
93,0,2.653013e-08
94,0,1.444190e-08
95,0,1.570662e-06
96,0,1.185308e-06
97,0,5.963419e-07
98,0,1.420280e-05
99,0,7.590756e-07
100,0,3.222786e-06
101,0,5.956998e-06
102,0,1.718291e-06
103,0,1.746762e-05
104,0,1.656480e-05
105,0,4.577761e-06
106,0,3.276367e-06
107,0,3.495519e-05
108,0,7.179112e-05
109,0,3.399415e-05
110,0,2.739746e-06
111,0,3.038391e-05
112,0,2.790833e-05
113,0,3.377443e-05
114,0,2.223095e-06
115,0,2.070107e-05
116,0,5.129719e-05
117,0,1.232826e-05
118,0,4.431176e-06
119,0,6.760669e-07
120,0,9.901411e-06
121,0,1.753067e-05
122,0,2.322119e-08
123,0,2.845044e-05
64,1,4.098097e-05
65,1,2.017728e-05
66,1,6.566042e-05
67,1,8.521925e-05
68,1,2.103556e-04
69,1,1.187310e-04
70,1,1.143436e-04
71,1,1.586129e-04
72,1,1.927256e-04
73,1,1.938612e-05
74,1,2.317332e-04
75,1,1.945012e-04
76,1,1.416759e-04
77,1,2.050322e-04
78,1,1.866023e-04
79,1,1.889490e-04
80,1,1.407342e-04
81,1,1.785697e-04
82,1,2.937717e-04
83,1,1.179826e-04
84,1,2.331378e-04
85,1,1.785127e-04
86,1,1.291836e-04
87,1,6.816498e-05
88,1,3.410087e-04
89,1,1.191239e-04
90,1,2.438930e-06
91,1,8.577856e-07
92,1,1.891227e-04
93,1,6.259729e-07
94,1,3.483870e-07
95,1,5.979052e-05
96,1,1.876572e-04
97,1,4.260766e-05
98,1,1.460253e-04
99,1,4.547969e-05
100,1,1.592575e-04
101,1,1.714515e-04
102,1,1.590461e-04
103,1,2.803439e-04
104,1,1.233725e-04
105,1,1.883498e-04
106,1,1.930154e-04
107,1,2.963486e-04
108,1,1.869505e-04
109,1,2.678763e-04
110,1,2.542621e-04
111,1,1.861849e-04
112,1,1.496276e-04
113,1,2.800243e-04
114,1,2.582202e-04
115,1,8.259131e-05
116,1,2.128286e-04
117,1,1.207951e-04
118,1,1.887213e-04
119,1,9.122640e-05
120,1,8.206659e-05
121,1,9.595890e-05
122,1,5.204378e-07
123,1,6.129402e-06
64,2,5.612933e-05
65,2,8.130088e-05
66,2,1.441979e-04
67,2,1.242282e-04
68,2,2.286385e-04
69,2,1.934228e-04
70,2,2.511837e-04
71,2,2.935339e-04
72,2,2.820907e-04
73,2,3.059562e-04
74,2,3.674626e-04
75,2,3.413187e-04
76,2,2.806884e-04
77,2,2.305448e-04
78,2,6.880697e-04
79,2,7.397998e-04
80,2,6.712925e-04
81,2,2.354187e-04
82,2,5.347414e-04
83,2,5.468007e-04
84,2,2.468933e-04
85,2,5.868233e-04
86,2,3.590608e-04
87,2,8.054060e-05
88,2,2.678711e-04
89,2,3.547916e-04
90,2,1.795465e-04
91,2,1.041967e-04
92,2,1.410606e-04
93,2,3.476296e-05
94,2,4.606762e-05
95,2,6.634330e-05
96,2,2.145285e-04
97,2,2.926581e-04
98,2,6.776259e-04
99,2,3.037654e-04
100,2,3.091145e-04
101,2,4.901495e-04
102,2,5.129259e-04
103,2,4.090754e-04
104,2,2.714726e-04
105,2,4.214594e-04
106,2,3.661830e-04
107,2,6.359002e-04
108,2,3.007536e-04
109,2,4.929114e-04
110,2,2.854666e-04
111,2,5.657222e-04
112,2,5.572393e-04
113,2,3.474923e-04
114,2,3.422794e-04
115,2,1.068874e-04
116,2,2.660432e-04
117,2,2.839527e-04
118,2,1.707476e-04
119,2,1.352207e-04
120,2,3.196464e-05
121,2,9.376089e-05
122,2,1.249218e-05
123,2,2.938460e-05
64,3,7.129545e-05
65,3,1.516417e-04
66,3,1.064672e-04
67,3,3.123927e-04
68,3,3.640760e-04
69,3,3.714794e-04
70,3,3.478472e-04
71,3,4.685467e-04
72,3,3.477358e-04
73,3,5.452585e-04
74,3,6.426202e-04
75,3,4.374484e-04
76,3,3.898190e-04
