G_i,G_j,G_ij
0,0,1.000000e+00
64,0,-8.199419e-06
65,0,-3.030911e-05
66,0,-2.122961e-06
67,0,-1.302224e-05
68,0,-7.096197e-05
69,0,-2.346992e-05
70,0,1.839160e-05
71,0,-3.878939e-05
72,0,-4.584543e-05
73,0,-1.658733e-07
74,0,2.758377e-06
75,0,-2.504048e-05
76,0,-1.218335e-05
77,0,-1.140636e-05
78,0,1.033760e-05
79,0,8.562566e-06
80,0,-9.578290e-06
81,0,-2.998377e-05
82,0,-1.593858e-04
83,0,8.148180e-06
84,0,-3.467925e-05
85,0,-5.699819e-05
86,0,-4.025908e-05
87,0,-5.274672e-05
88,0,-6.185026e-05
89,0,-7.040958e-05
90,0,-7.744304e-06
91,0,-5.957273e-06
92,0,-7.428741e-05
93,0,-7.528598e-06
94,0,-7.255700e-06
95,0,-7.911898e-06
96,0,-4.624810e-06
97,0,-5.002393e-06
98,0,-4.150412e-05
99,0,-8.560655e-06
100,0,-1.595413e-05
101,0,-1.036310e-05
102,0,4.332411e-07
103,0,-3.326860e-05
104,0,-3.948927e-05
105,0,3.390747e-06
106,0,4.974860e-06
107,0,-2.349435e-05
108,0,-1.061622e-04
109,0,-4.389253e-05
110,0,2.294799e-05
111,0,-1.475750e-05
112,0,-5.739671e-05
113,0,-3.092560e-05
114,0,-1.020985e-05
115,0,-3.085451e-05
116,0,-6.109983e-05
117,0,-1.727462e-05
118,0,1.479291e-05
119,0,1.036328e-05
120,0,-2.748568e-05
121,0,-3.127012e-05
122,0,-1.267643e-06
123,0,-3.894433e-05
1,1,1.000000e+00
64,1,-4.184481e-05
65,1,-7.942661e-06
66,1,-7.113069e-05
67,1,-1.090890e-04
68,1,-2.634461e-04
69,1,-1.515267e-04
70,1,-1.524870e-04
71,1,-2.079304e-04
72,1,-1.895930e-04
73,1,-1.840617e-05
74,1,-2.549640e-04
75,1,-2.323453e-04
76,1,-1.587405e-04
77,1,-3.068828e-04
78,1,-2.334354e-04
79,1,-1.785933e-04
80,1,-1.535398e-04
81,1,-2.176003e-04
82,1,-3.609381e-04
83,1,-1.344719e-04
84,1,-2.750154e-04
85,1,-1.274613e-04
86,1,-1.407268e-04
87,1,-1.093567e-04
88,1,-3.940883e-04
89,1,-1.638119e-04
90,1,4.581757e-06
91,1,-4.516109e-06
92,1,-2.520807e-04
93,1,2.643047e-06
94,1,9.873828e-07
95,1,-8.317582e-05
96,1,-1.835504e-04
97,1,-3.008083e-05
98,1,-1.306267e-04
99,1,-1.207288e-05
100,1,-1.330568e-04
101,1,-1.959877e-04
102,1,-1.622869e-04
103,1,-3.148143e-04
104,1,-1.462256e-04
105,1,-2.163884e-04
106,1,-2.189989e-04
107,1,-3.788522e-04
108,1,-1.909651e-04
109,1,-3.141132e-04
110,1,-2.918404e-04
111,1,-2.641831e-04
112,1,-1.170844e-04
113,1,-3.125442e-04
114,1,-2.793033e-04
115,1,-1.040418e-04
116,1,-2.608436e-04
117,1,-1.698147e-04
118,1,-2.504166e-04
119,1,-1.176258e-04
120,1,-1.050670e-04
121,1,-1.237495e-04
122,1,3.304770e-06
123,1,-1.165008e-05
2,2,1.000000e+00
64,2,-6.912438e-05
65,2,-1.260481e-04
66,2,-1.609910e-04
67,2,-1.843739e-04
68,2,-2.743837e-04
69,2,-2.155916e-04
70,2,-3.366737e-04
71,2,-3.813325e-04
72,2,-3.318566e-04
73,2,-3.484420e-04
74,2,-3.863711e-04
75,2,-4.047722e-04
76,2,-3.851958e-04
77,2,-3.220342e-04
78,2,-8.654437e-04
79,2,-8.320675e-04
80,2,-8.553918e-04
81,2,-3.539447e-04
82,2,-5.621384e-04
83,2,-7.095813e-04
84,2,-2.960864e-04
85,2,-6.776235e-04
86,2,-4.280434e-04
87,2,-6.882203e-05
88,2,-3.478855e-04
89,2,-4.413827e-04
90,2,-1.840910e-04
91,2,-1.033479e-04
92,2,-1.662336e-04
93,2,-3.984824e-05
94,2,-4.569210e-05
95,2,-9.146156e-05
96,2,-2.990417e-04
97,2,-3.216838e-04
98,2,-7.941194e-04
99,2,-4.086691e-04
100,2,-3.988656e-04
101,2,-5.648677e-04
102,2,-5.925389e-04
103,2,-4.524659e-04
104,2,-2.997246e-04
105,2,-5.324890e-04
106,2,-4.689465e-04
107,2,-8.122314e-04
108,2,-3.473989e-04
109,2,-5.769853e-04
110,2,-3.755557e-04
111,2,-6.910293e-04
112,2,-6.872604e-04
113,2,-3.882205e-04
114,2,-3.638638e-04
115,2,-1.087103e-04
116,2,-2.519914e-04
117,2,-2.656258e-04
118,2,-2.132140e-04
119,2,-1.385389e-04
120,2,-4.005121e-05
121,2,-1.037764e-04
122,2,-1.885207e-05
123,2,-2.864983e-05
3,3,1.000000e+00
64,3,-1.107698e-04
65,3,-1.952847e-04
66,3,-1.295262e-04
67,3,-3.663318e-04
68,3,-4.401200e-04
69,3,-4.085868e-04
70,3,-4.440002e-04
71,3,-5.598780e-04
72,3,-5.006374e-04
73,3,-7.201428e-04
74,3,-7.835779e-04
75,3,-4.726282e-04
76,3,-4.432718e-04
77,3,-6.732827e-04
78,3,-8.437946e-04
79,3,-1.083118e-03
80,3,-9.370512e-04
81,3,-4.597572e-04
82,3,-7.802316e-04
83,3,-7.591516e-04
84,3,-5.460178e-04
85,3,-1.098151e-03
86,3,-6.269783e-04
87,3,-4.572716e-04
88,3,-7.950818e-04
89,3,-5.860171e-04
90,3,-3.280242e-04
91,3,-3.301837e-04
92,3,-3.152864e-04
93,3,-5.332419e-05
94,3,-1.388579e-04
95,3,-1.944275e-04
96,3,-1.665145e-04
97,3,-4.545450e-04
98,3,-7.060306e-04
99,3,-4.013923e-04
100,3,-8.313060e-04
101,3,-9.513121e-04
102,3,-9.053172e-04
103,3,-5.746871e-04
104,3,-9.433137e-04
105,3,-8.896112e-04
106,3,-5.749671e-04
107,3,-9.314032e-04
108,3,-9.789407e-04
109,3,-7.983312e-04
110,3,-6.973235e-04
111,3,-6.295719e-04
112,3,-8.977699e-04
113,3,-6.905433e-04
114,3,-7.152988e-04
115,3,-1.445780e-04
116,3,-5.211720e-04
117,3,-5.112047e-04
118,3,-2.389521e-04
119,3,-2.502204e-04
120,3,-1.876856e-04
121,3,-2.463041e-04
