-1.000000,0.600000,1.100000,0.000000
-0.987097,0.600000,1.059273,-0.002185
-0.974194,0.600000,1.017526,-0.005453
-0.961290,0.600000,0.975372,-0.009255
-0.948387,0.600000,0.949870,0.003405
-0.935484,0.600000,0.900667,-0.007887
-0.922581,0.600000,0.856690,-0.014268
-0.909677,0.600000,0.820201,-0.013537
-0.896774,0.600000,0.794069,-0.002887
-0.883871,0.600000,0.758812,-0.001860
-0.870968,0.600000,0.723262,-0.001684
-0.858065,0.600000,0.675527,-0.014307
-0.845161,0.600000,0.650423,-0.004976
-0.832258,0.600000,0.622747,0.001055
-0.819355,0.600000,0.584064,-0.004708
-0.806452,0.600000,0.550737,-0.005954
-0.793548,0.600000,0.527985,0.002481
-0.780645,0.600000,0.487600,-0.007660
-0.767742,0.600000,0.460176,-0.005834
-0.754839,0.600000,0.412659,-0.025143
-0.741935,0.600000,0.401953,-0.008728
-0.729032,0.600000,0.357626,-0.027067
-0.716129,0.600000,0.344656,-0.015225
-0.703226,0.600000,0.311894,-0.024390
-0.690323,0.600000,0.297080,-0.016862
-0.677419,0.600000,0.276530,-0.016361
-0.664516,0.600000,0.249278,-0.023889
-0.651613,0.600000,0.238146,-0.016656
-0.638710,0.600000,0.218497,-0.019327
-0.625806,0.600000,0.197927,-0.024336
-0.612903,0.600000,0.186513,-0.021632
-0.600000,0.600000,0.166710,-0.028782
