0.750000,1.000000,0.000000,0.000000
0.758065,1.000000,0.000000,0.000000
0.766129,1.000000,0.000000,0.000000
0.774194,1.000000,0.000000,0.000000
0.782258,1.000000,0.000000,0.000000
0.790323,1.000000,0.000000,0.000000
0.798387,1.000000,0.000000,0.000000
0.806452,1.000000,0.000000,0.000000
0.814516,1.000000,0.000000,0.000000
0.822581,1.000000,0.000000,0.000000
0.830645,1.000000,0.000000,0.000000
0.838710,1.000000,0.000000,0.000000
0.846774,1.000000,0.000000,0.000000
0.854839,1.000000,0.000000,0.000000
0.862903,1.000000,0.000000,0.000000
0.870968,1.000000,0.000000,0.000000
0.879032,1.000000,0.000000,0.000000
0.887097,1.000000,0.000000,0.000000
0.895161,1.000000,0.000000,0.000000
0.903226,1.000000,0.000000,0.000000
0.911290,1.000000,0.000000,0.000000
0.919355,1.000000,0.000000,0.000000
0.927419,1.000000,0.000000,0.000000
0.935484,1.000000,0.000000,0.000000
0.943548,1.000000,0.000000,0.000000
0.951613,1.000000,0.000000,0.000000
0.959677,1.000000,0.000000,0.000000
0.967742,1.000000,0.000000,0.000000
0.975806,1.000000,0.000000,0.000000
0.983871,1.000000,0.000000,0.000000
0.991935,1.000000,0.000000,0.000000
1.000000,1.000000,0.000000,0.000000
