-0.200000,0.600000,0.549837,0.008854
-0.200000,0.612903,0.547958,-0.000845
-0.200000,0.625806,0.555298,-0.002230
-0.200000,0.638710,0.564595,-0.002551
-0.200000,0.651613,0.574704,-0.002934
-0.200000,0.664516,0.590845,0.001856
-0.200000,0.677419,0.599550,-0.001630
-0.200000,0.690323,0.608951,-0.005239
-0.200000,0.703226,0.606741,-0.021257
-0.200000,0.716129,0.644455,0.001874
-0.200000,0.729032,0.653542,-0.004374
-0.200000,0.741935,0.671250,-0.002728
-0.200000,0.754839,0.683370,-0.007369
-0.200000,0.767742,0.709454,0.001281
-0.200000,0.780645,0.715832,-0.010418
-0.200000,0.793548,0.744450,-0.000492
-0.200000,0.806452,0.762907,-0.001310
-0.200000,0.819355,0.768590,-0.015454
-0.200000,0.832258,0.789004,-0.015386
-0.200000,0.845161,0.819607,-0.005614
-0.200000,0.858065,0.847397,0.000893
-0.200000,0.870968,0.865393,-0.002810
-0.200000,0.883871,0.896341,0.006058
-0.200000,0.896774,0.910141,-0.002568
-0.200000,0.909677,0.932292,-0.003149
-0.200000,0.922581,0.952042,-0.006402
-0.200000,0.935484,0.981053,-0.000627
-0.200000,0.948387,1.003622,-0.001488
-0.200000,0.961290,1.026352,-0.002343
-0.200000,0.974194,1.050805,-0.001593
-0.200000,0.987097,1.078843,0.002663
-0.200000,1.000000,1.100000,-0.000000
