0.000000,0.000000,0.479426,0.479426
0.000000,0.016129,0.473364,0.473364
0.000000,0.032258,0.455332,0.455332
0.000000,0.048387,0.425787,0.425787
0.000000,0.064516,0.385474,0.385474
0.000000,0.080645,0.335414,0.335414
0.000000,0.096774,0.276872,0.276872
0.000000,0.112903,0.211329,0.211329
0.000000,0.129032,0.140442,0.140442
0.000000,0.145161,0.066004,0.066004
0.000000,0.161290,-0.010103,-0.010103
0.000000,0.177419,-0.085955,-0.085955
0.000000,0.193548,-0.159633,-0.159633
0.000000,0.209677,-0.229275,-0.229275
0.000000,0.225806,-0.293119,-0.293119
0.000000,0.241935,-0.349551,-0.349551
0.000000,0.258065,-0.397144,-0.397144
0.000000,0.274194,-0.434694,-0.434694
0.000000,0.290323,-0.461252,-0.461252
0.000000,0.306452,-0.476146,-0.476146
0.000000,0.322581,-0.479000,-0.479000
0.000000,0.338710,-0.469741,-0.469741
0.000000,0.354839,-0.448604,-0.448604
0.000000,0.370968,-0.416123,-0.416123
0.000000,0.387097,-0.373120,-0.373120
0.000000,0.403226,-0.320681,-0.320681
0.000000,0.419355,-0.260134,-0.260134
0.000000,0.435484,-0.193008,-0.193008
0.000000,0.451613,-0.121002,-0.121002
0.000000,0.467742,-0.045936,-0.045936
0.000000,0.483871,0.030292,0.030292
0.000000,0.500000,0.105754,0.105754
