Gvar_i,Gvar_j,Gvar_ij
97,18,1.473222e-03
98,18,4.541071e-03
99,18,4.220848e-03
100,18,5.917473e-03
101,18,7.690031e-03
102,18,4.803905e-03
103,18,8.936753e-03
104,18,5.031451e-03
105,18,5.556213e-03
106,18,8.123196e-03
107,18,7.520195e-03
108,18,6.497448e-03
109,18,4.320048e-03
110,18,4.001617e-03
111,18,3.926033e-03
112,18,4.184421e-03
113,18,5.236986e-03
114,18,2.644290e-03
115,18,2.644548e-03
116,18,5.707703e-03
117,18,1.118409e-03
118,18,2.112993e-03
119,18,1.675717e-03
120,18,4.637947e-04
121,18,4.451821e-04
122,18,4.558759e-04
123,18,1.681379e-04
64,19,6.377676e-04
65,19,1.312199e-03
66,19,2.295084e-04
67,19,2.640673e-04
68,19,1.886621e-03
69,19,3.231750e-03
70,19,2.811188e-03
71,19,1.296133e-03
72,19,4.038080e-03
73,19,1.870866e-03
74,19,6.882243e-03
75,19,3.577464e-03
76,19,7.736783e-03
77,19,4.506829e-03
78,19,4.948262e-03
79,19,4.130564e-03
80,19,6.752006e-03
81,19,5.391855e-03
82,19,1.023431e-02
83,19,6.273458e-03
84,19,6.448284e-03
