east,1,1444351281.364673,15
north,0,4586811891.070662,12
south,0,4586811891.070662,12
west,3,1190731317.618963,22
north,2,2717971350.706251,19
south,2,2717971350.706251,19
west,1,1444351281.364673,15
north,3,1190731317.618963,22
south,3,1190731317.618963,22
east,1,1444351281.364673,15
west,1,1444351281.364673,15
north,2,2717971350.706251,19
south,2,2717971350.706251,19
west,1,1444351281.364673,15
north,2,1726819375.701528,18
south,2,1726819375.701528,18
east,1,1444351281.364673,15
north,3,1190731317.618963,22
south,3,1190731317.618963,22
east,1,1444351281.364673,15
west,1,1444351281.364673,15
north,2,2717971350.706251,19
south,2,2717971350.706251,19
west,1,1444351281.364673,15
north,2,1726819375.701528,18
south,2,1726819375.701528,18
east,1,1444351281.364673,15
north,3,1190731317.618963,22
south,3,1190731317.618963,22
east,1,1444351281.364673,15
west,1,1444351281.364673,15
north,2,2717971350.706251,19
south,2,2717971350.706251,19
west,1,1444351281.364673,15
south,2,1726819375.701528,18
east,2,2717971350.706251,19
north,3,1190731317.618963,22
south,3,1190731317.618963,22
east,1,1444351281.364673,15
west,1,1444351281.364673,15
north,2,2717971350.706251,19
south,2,2717971350.706251,19
west,1,1444351281.364673,15
north,3,1190731317.618963,22
south,3,1190731317.618963,22
east,1,1444351281.364673,15
west,1,1444351281.364673,15
north,2,2717971350.706251,19
south,2,2717971350.706251,19
west,1,1444351281.364673,15
south,3,1190731317.618963,22
east,2,2717971350.706251,19
west,2,2717971350.706251,19
south,0,1351563446.800336,11
east,2,south,2,2717971350.706251,19
west,2,2717971350.706251,19
2717971350.706251,19
south,0,1351563446.800336,11
east,2,2717971350.706251,19
south,0,1351563446.800336,11
east,2,2717971350.706251,19
south,0,1351563446.800336,11
east,2,2717971350.706251,19
south,1,1444351275.735981,15
east,2,2717971350.706251,19
west,2,2717971350.706251,19
south,1,1444351281.364673,15
east,2,2717971350.706251,19
west,2,2717971350.706251,19
south,1,1444351275.735981,15
east,2,2717971350.706251,19
west,2,2717971350.706251,19
south,0,1351563446.800336,11
east,2,2717971350.706251,19
south,1,1444351281.364673,15
east,2,2717971350.706251,19
west,2,2717971350.706251,19
south,1,1444351275.735981,15
east,2,2717971350.706251,19
west,2,2717971350.706251,19
south,0,1351563446.800336,11
east,2,2717971350.706251,19
south,1,1444351281.364673,15
east,2,2717971350.706251,19
west,2,2717971350.706251,19
south,1,1444351275.735981,15
east,2,2717971350.706251,19
west,2,2717971350.706251,19
south,1,1444351281.364673,15
east,2,2717971350.706251,19
west,2,2717971350.706251,19
south,0,1351563446.800336,11
east,2,2717971350.706251,19
south,1,1444351275.735981,15
east,2,2717971350.706251,19
west,2,2717971350.706251,19
south,0,4586811891.070662,12
west,2,2717971350.706251,19
south,1,1444351281.364673,15
east,2,2717971350.706251,19
west,2,2717971350.706251,19
south,1,1444351275.735981,15
east,2,2717971350.706251,19
west,2,2717971350.706251,19
south,0,4586811891.070662,12
west,2,2717971350.706251,19
south,1,1444351281.364673,15
east,2,2717971350.706251,19
west,2,2717971350.706251,19
south,2,1726819375.701528,18
east,0,4586811891.070662,12
south,0,4586811891.070662,12
west,2,2717971350.706251,19
south,3,1190731317.618963,22
east,0,4586811891.070662,12
west,0,4586811891.070662,12
south,2,1726819375.701528,18
east,0,4586811891.070662,12
south,0,4586811891.070662,12
west,2,2717971350.706251,19
south,3,1190731317.618963,22
east,0,4586811891.070662,12
west,0,4586811891.070662,12
south,2,1726819375.701528,18
east,0,4586811891.070662,12
south,0,4586811891.070662,12
west,2,2717971350.706251,19
south,3,1190731317.618963,22
east,0,4586811891.070662,12
west,0,4586811891.070662,12
south,2,1726819375.701528,18
east,0,4586811891.070662,12
south,0,4586811891.070662,12
west,2,2717971350.706251,19
south,3,1190731317.618963,22
east,0,4586811891.070662,12
west,0,4586811891.070662,12
south,0,4586811891.070662,12
west,2,2717971350.706251,19
south,2,2717971350.706251,19
west,0,4586811891.070662,12
south,2,1726819375.701528,18
east,0,4586811891.070662,12
south,3,1190731317.618963,22
east,0,4586811891.070662,12
west,0,4586811891.070662,12
south,2,2717971350.706251,19
west,0,4586811891.070662,12
south,2,1726819375.701528,18
east,0,4586811891.070662,12
south,3,1190731317.618963,22
east,0,4586811891.070662,12
west,0,4586811891.070662,12
south,2,2717971350.706251,19
west,0,4586811891.070662,12
south,2,1726819375.701528,18
east,0,4586811891.070662,12
south,3,1190731317.618963,22
east,0,4586811891.070662,12
west,0,4586811891.070662,12
south,2,2717971350.706251,19
west,0,4586811891.070662,12
south,2,2717971350.706251,19
west,0,4586811891.070662,12
south,2,2717971350.706251,19
west,0,4586811891.070662,12
south,2,2717971350.706251,19
west,0,4586811891.070662,12
