G_i,G_j,G_ij
0,0,1.000000e+00
64,0,-8.097562e-06
65,0,-3.012781e-05
66,0,-2.072453e-06
67,0,-1.264465e-05
68,0,-7.050645e-05
69,0,-2.373362e-05
70,0,1.830177e-05
71,0,-3.838075e-05
72,0,-4.577185e-05
73,0,-1.384170e-07
74,0,2.448033e-06
75,0,-2.513242e-05
76,0,-1.207695e-05
77,0,-1.161390e-05
78,0,1.045238e-05
79,0,8.314669e-06
80,0,-9.220042e-06
81,0,-3.037970e-05
82,0,-1.589760e-04
83,0,8.259485e-06
84,0,-3.464114e-05
85,0,-5.671043e-05
86,0,-4.004120e-05
87,0,-5.258124e-05
88,0,-5.994246e-05
89,0,-6.900624e-05
90,0,-7.687200e-06
91,0,-5.937609e-06
92,0,-7.371390e-05
93,0,-7.500779e-06
94,0,-7.224025e-06
95,0,-7.931834e-06
96,0,-4.549827e-06
97,0,-5.008277e-06
98,0,-4.034026e-05
99,0,-8.408753e-06
100,0,-1.544156e-05
101,0,-1.082132e-05
102,0,1.244521e-08
103,0,-3.294800e-05
104,0,-3.843948e-05
105,0,3.187354e-06
106,0,4.884468e-06
107,0,-2.195667e-05
108,0,-1.032205e-04
109,0,-4.275442e-05
110,0,2.239864e-05
111,0,-1.463996e-05
112,0,-5.614123e-05
113,0,-3.086714e-05
114,0,-1.029186e-05
115,0,-3.060240e-05
116,0,-6.097924e-05
117,0,-1.633324e-05
118,0,1.499498e-05
119,0,1.001902e-05
120,0,-2.724810e-05
121,0,-3.150847e-05
122,0,-1.265542e-06
123,0,-3.807996e-05
1,1,1.000000e+00
64,1,-4.126681e-05
65,1,-7.788852e-06
66,1,-7.130861e-05
67,1,-1.084180e-04
68,1,-2.623933e-04
69,1,-1.498330e-04
70,1,-1.518463e-04
71,1,-2.072560e-04
72,1,-1.849858e-04
73,1,-1.834335e-05
74,1,-2.496577e-04
75,1,-2.291005e-04
76,1,-1.585658e-04
77,1,-3.032639e-04
78,1,-2.333591e-04
79,1,-1.759940e-04
80,1,-1.524800e-04
81,1,-2.136686e-04
82,1,-3.596350e-04
83,1,-1.344461e-04
84,1,-2.727649e-04
85,1,-1.273747e-04
86,1,-1.401804e-04
87,1,-1.087371e-04
88,1,-3.907437e-04
89,1,-1.634657e-04
90,1,4.555251e-06
91,1,-4.409890e-06
92,1,-2.499787e-04
93,1,2.585134e-06
94,1,9.474686e-07
95,1,-8.052894e-05
96,1,-1.792255e-04
97,1,-2.904561e-05
98,1,-1.286805e-04
99,1,-1.208183e-05
100,1,-1.311952e-04
101,1,-1.885856e-04
102,1,-1.574334e-04
103,1,-3.084640e-04
104,1,-1.443599e-04
105,1,-2.096542e-04
106,1,-2.139813e-04
107,1,-3.688314e-04
108,1,-1.855751e-04
109,1,-3.078389e-04
110,1,-2.853274e-04
111,1,-2.608814e-04
112,1,-1.162544e-04
113,1,-3.071124e-04
114,1,-2.783757e-04
115,1,-1.036096e-04
116,1,-2.583550e-04
117,1,-1.689360e-04
118,1,-2.501014e-04
119,1,-1.140749e-04
120,1,-1.044196e-04
121,1,-1.232992e-04
122,1,3.342625e-06
123,1,-1.129231e-05
2,2,1.000000e+00
64,2,-6.856300e-05
65,2,-1.258504e-04
66,2,-1.594480e-04
67,2,-1.816497e-04
68,2,-2.739586e-04
69,2,-2.125649e-04
70,2,-3.336384e-04
71,2,-3.792643e-04
72,2,-3.301354e-04
73,2,-3.479245e-04
74,2,-3.833090e-04
75,2,-4.028946e-04
76,2,-3.821643e-04
77,2,-3.197633e-04
78,2,-8.571893e-04
79,2,-8.254724e-04
80,2,-8.507159e-04
81,2,-3.496789e-04
82,2,-5.544518e-04
83,2,-7.020903e-04
84,2,-2.937829e-04
85,2,-6.730238e-04
86,2,-4.220457e-04
87,2,-6.675423e-05
88,2,-3.463170e-04
89,2,-4.349495e-04
90,2,-1.838167e-04
91,2,-1.020156e-04
92,2,-1.622437e-04
93,2,-3.911822e-05
94,2,-4.515199e-05
95,2,-8.767956e-05
96,2,-2.910857e-04
97,2,-3.141142e-04
98,2,-7.760451e-04
99,2,-4.005373e-04
100,2,-3.900009e-04
101,2,-5.466938e-04
102,2,-5.777630e-04
103,2,-4.429676e-04
104,2,-2.935125e-04
105,2,-5.181026e-04
106,2,-4.598234e-04
107,2,-7.941803e-04
108,2,-3.426020e-04
109,2,-5.696798e-04
110,2,-3.664468e-04
111,2,-6.752557e-04
112,2,-6.843793e-04
113,2,-3.835773e-04
114,2,-3.572377e-04
115,2,-1.078468e-04
116,2,-2.498845e-04
117,2,-2.636784e-04
118,2,-2.129666e-04
119,2,-1.367362e-04
120,2,-4.091926e-05
121,2,-1.025836e-04
122,2,-1.900292e-05
123,2,-2.857960e-05
3,3,1.000000e+00
64,3,-1.102487e-04
65,3,-1.950422e-04
66,3,-1.288068e-04
67,3,-3.629895e-04
68,3,-4.390539e-04
69,3,-4.052084e-04
70,3,-4.406160e-04
71,3,-5.573779e-04
72,3,-4.986968e-04
73,3,-7.153308e-04
74,3,-7.781366e-04
75,3,-4.706707e-04
76,3,-4.401853e-04
77,3,-6.681602e-04
78,3,-8.382459e-04
79,3,-1.078346e-03
80,3,-9.300703e-04
81,3,-4.576171e-04
82,3,-7.740749e-04
83,3,-7.497530e-04
84,3,-5.430842e-04
85,3,-1.091594e-03
86,3,-6.205983e-04
87,3,-4.538710e-04
88,3,-7.882326e-04
89,3,-5.809877e-04
90,3,-3.271966e-04
91,3,-3.271381e-04
92,3,-3.116263e-04
93,3,-5.064388e-05
94,3,-1.381160e-04
95,3,-1.893446e-04
