B_i,B_j,B_ij
0,0,0.000000e+00
1,0,-2.725381e-12
2,0,-5.337394e-12
3,0,-7.868677e-12
4,0,-1.103187e-11
5,0,-1.374347e-11
6,0,-1.620581e-11
7,0,-1.904833e-11
8,0,-2.209250e-11
9,0,-2.535341e-11
10,0,-2.735601e-11
11,0,-3.065223e-11
12,0,-3.305232e-11
13,0,-3.632364e-11
14,0,-3.958818e-11
15,0,-4.181441e-11
16,0,-4.453945e-11
17,0,-4.703435e-11
18,0,-4.882010e-11
19,0,-5.012132e-11
20,0,-5.163495e-11
21,0,-5.188321e-11
22,0,-5.175494e-11
23,0,-5.065721e-11
24,0,-4.882239e-11
25,0,-4.595514e-11
26,0,-4.151770e-11
27,0,-3.642973e-11
28,0,-2.978127e-11
29,0,-2.109020e-11
30,0,-1.181589e-11
31,0,-1.779459e-10
32,0,-1.139170e-11
33,0,-2.121843e-11
34,0,-2.928712e-11
35,0,-3.669717e-11
36,0,-4.116379e-11
37,0,-4.513634e-11
38,0,-4.837598e-11
39,0,-5.032801e-11
40,0,-5.078376e-11
41,0,-5.078528e-11
42,0,-5.074882e-11
43,0,-4.943961e-11
44,0,-4.812649e-11
45,0,-4.627281e-11
46,0,-4.443132e-11
47,0,-4.123750e-11
48,0,-3.906699e-11
49,0,-3.650319e-11
50,0,-3.290698e-11
51,0,-3.025452e-11
52,0,-2.776176e-11
53,0,-2.402199e-11
54,0,-2.151125e-11
55,0,-1.871132e-11
56,0,-1.592047e-11
57,0,-1.318255e-11
58,0,-1.092675e-11
59,0,-8.016246e-12
60,0,-5.211322e-12
61,0,-2.847599e-12
62,0,0.000000e+00
63,0,0.000000e+00
64,0,-2.737427e-12
65,0,-5.409351e-12
66,0,-8.048926e-12
67,0,-1.079048e-11
68,0,-1.356706e-11
69,0,-1.618065e-11
70,0,-1.901001e-11
71,0,-2.231461e-11
72,0,-2.468218e-11
73,0,-2.753504e-11
74,0,-3.126265e-11
75,0,-3.330530e-11
76,0,-3.602062e-11
77,0,-3.965713e-11
78,0,-4.211958e-11
79,0,-4.486903e-11
80,0,-4.661334e-11
81,0,-4.880165e-11
82,0,-5.024881e-11
83,0,-5.130729e-11
84,0,-5.182406e-11
85,0,-5.153722e-11
86,0,-5.064284e-11
87,0,-4.860659e-11
88,0,-4.551715e-11
89,0,-4.143752e-11
90,0,-3.620257e-11
91,0,-2.919890e-11
92,0,-2.116474e-11
93,0,-1.163643e-11
94,0,-1.192417e-11
95,0,-2.160242e-11
96,0,-2.944389e-11
97,0,-3.607067e-11
98,0,-4.153732e-11
99,0,-4.529183e-11
100,0,-4.856013e-11
101,0,-5.056134e-11
102,0,-5.149551e-11
103,0,-5.089933e-11
104,0,-5.091053e-11
105,0,-4.916515e-11
106,0,-4.773743e-11
107,0,-4.688009e-11
108,0,-4.416057e-11
109,0,-4.207076e-11
110,0,-3.919217e-11
111,0,-3.638125e-11
112,0,-3.297433e-11
113,0,-3.037730e-11
114,0,-2.754870e-11
115,0,-2.474275e-11
116,0,-2.154649e-11
117,0,-1.912960e-11
118,0,-1.609549e-11
119,0,-1.327210e-11
120,0,-1.069844e-11
121,0,-7.765902e-12
122,0,-5.346991e-12
123,0,-2.537176e-12
124,0,0.000000e+00
