Gvar_i,Gvar_j,Gvar_ij
91,10,1.355135e-03
92,10,7.621914e-04
93,10,3.444743e-04
94,10,4.933134e-04
95,10,6.721697e-04
96,10,1.073289e-03
97,10,1.027837e-03
98,10,1.420734e-03
99,10,1.732872e-03
100,10,2.094026e-03
101,10,2.369582e-03
102,10,2.199394e-03
103,10,2.937033e-03
104,10,3.035769e-03
105,10,2.102856e-03
106,10,2.249043e-03
107,10,2.655036e-03
108,10,2.562418e-03
109,10,2.110082e-03
110,10,2.284594e-03
111,10,2.538279e-03
112,10,2.331931e-03
113,10,2.273886e-03
114,10,2.263693e-03
115,10,1.798008e-03
116,10,1.442072e-03
117,10,1.491737e-03
118,10,1.053738e-03
119,10,1.082169e-03
120,10,9.560792e-04
121,10,6.206132e-04
122,10,3.836254e-04
123,10,2.187675e-04
64,11,4.660995e-04
65,11,4.290597e-04
66,11,7.352386e-04
67,11,1.050350e-03
68,11,1.086427e-03
69,11,1.535843e-03
70,11,1.422832e-03
71,11,1.985421e-03
72,11,2.194027e-03
73,11,2.467600e-03
74,11,1.825627e-03
75,11,2.841522e-03
76,11,2.071089e-03
77,11,2.753582e-03
78,11,2.410454e-03
79,11,2.562877e-03
80,11,3.554587e-03
81,11,3.616969e-03
82,11,3.039717e-03
83,11,2.610494e-03
84,11,2.568109e-03
85,11,2.781920e-03
86,11,2.846485e-03
87,11,2.766779e-03
88,11,2.593741e-03
89,11,1.959646e-03
90,11,1.407540e-03
91,11,1.558288e-03
92,11,6.989808e-04
93,11,7.348676e-04
94,11,4.413937e-04
95,11,5.748888e-04
96,11,1.527993e-03
97,11,1.359976e-03
98,11,1.956717e-03
99,11,2.134407e-03
100,11,2.327259e-03
101,11,2.728374e-03
102,11,2.434628e-03
103,11,2.859409e-03
104,11,3.432221e-03
105,11,3.063205e-03
106,11,2.779954e-03
107,11,3.328477e-03
108,11,3.230664e-03
109,11,2.618851e-03
110,11,3.386713e-03
111,11,2.903350e-03
112,11,2.858824e-03
113,11,2.232514e-03
114,11,2.196824e-03
115,11,1.795884e-03
116,11,1.917219e-03
117,11,1.781232e-03
118,11,1.307997e-03
119,11,1.379121e-03
120,11,9.236968e-04
121,11,7.850964e-04
122,11,2.413362e-04
123,11,2.366820e-04
64,12,1.641588e-04
65,12,6.659644e-04
66,12,7.183548e-04
67,12,1.111612e-03
68,12,1.217153e-03
69,12,1.608811e-03
70,12,1.995136e-03
71,12,1.896564e-03
72,12,2.353253e-03
73,12,2.440564e-03
74,12,2.232399e-03
75,12,2.950154e-03
76,12,3.168720e-03
77,12,3.422773e-03
78,12,3.390550e-03
79,12,3.287167e-03
80,12,3.471237e-03
81,12,3.063567e-03
82,12,3.659214e-03
83,12,3.029855e-03
84,12,3.276185e-03
85,12,3.367145e-03
86,12,3.333474e-03
87,12,2.251886e-03
88,12,2.359542e-03
89,12,2.447126e-03
90,12,1.624802e-03
91,12,1.506174e-03
92,12,9.679312e-04
93,12,5.121120e-04
94,12,5.003886e-04
95,12,1.036106e-03
96,12,1.341738e-03
97,12,1.748341e-03
98,12,2.151270e-03
99,12,2.402529e-03
100,12,3.215943e-03
101,12,3.086162e-03
102,12,3.232432e-03
103,12,3.245247e-03
104,12,3.311082e-03
105,12,4.141085e-03
106,12,3.998662e-03
107,12,3.668134e-03
108,12,3.058495e-03
109,12,2.889198e-03
110,12,3.171875e-03
111,12,3.244730e-03
112,12,2.836481e-03
113,12,2.701219e-03
114,12,2.803609e-03
115,12,1.779734e-03
116,12,1.936720e-03
117,12,2.211596e-03
118,12,1.388199e-03
119,12,1.309438e-03
120,12,1.107400e-03
121,12,8.441157e-04
122,12,7.461320e-04
123,12,3.143340e-04
64,13,9.331458e-05
65,13,3.727773e-04
66,13,8.374744e-04
67,13,1.093523e-03
68,13,1.600996e-03
69,13,1.632792e-03
70,13,1.824116e-03
71,13,1.990748e-03
72,13,2.428880e-03
73,13,2.506411e-03
74,13,2.966870e-03
75,13,2.878824e-03
76,13,3.659716e-03
77,13,3.896788e-03
78,13,3.929509e-03
79,13,3.842405e-03
80,13,3.404548e-03
81,13,4.285375e-03
82,13,4.360150e-03
83,13,3.796241e-03
84,13,3.638814e-03
85,13,3.687012e-03
86,13,3.409427e-03
87,13,3.037063e-03
88,13,2.603106e-03
89,13,2.406166e-03
90,13,2.188741e-03
91,13,1.479547e-03
92,13,1.402406e-03
93,13,5.526086e-04
94,13,5.822350e-04
95,13,6.853250e-04
96,13,1.288779e-03
97,13,2.081971e-03
98,13,2.798379e-03
99,13,2.549045e-03
100,13,3.176829e-03
101,13,3.852380e-03
102,13,3.664360e-03
103,13,3.912090e-03
104,13,4.024521e-03
105,13,3.770771e-03
106,13,3.809193e-03
107,13,3.800217e-03
108,13,3.497221e-03
109,13,3.531241e-03
110,13,3.501522e-03
111,13,3.723523e-03
112,13,2.910336e-03
113,13,2.979701e-03
114,13,2.377086e-03
115,13,2.939249e-03
116,13,1.856306e-03
117,13,2.014016e-03
118,13,1.877259e-03
119,13,1.530989e-03
120,13,1.004040e-03
121,13,8.584064e-04
122,13,8.027662e-04
123,13,3.398635e-04
64,14,3.648171e-04
65,14,6.270980e-04
66,14,9.483305e-04
67,14,1.544859e-03
68,14,1.326102e-03
69,14,1.900965e-03
70,14,2.216905e-03
71,14,2.037156e-03
72,14,2.682816e-03
73,14,2.659490e-03
74,14,3.060822e-03
75,14,3.388561e-03
76,14,3.532062e-03
77,14,4.169177e-03
78,14,3.890961e-03
79,14,4.523814e-03
80,14,4.411337e-03
81,14,4.517007e-03
82,14,4.665805e-03
83,14,4.090516e-03
84,14,4.545869e-03
85,14,3.825149e-03
86,14,4.290333e-03
87,14,3.589890e-03
88,14,3.170948e-03
89,14,2.848166e-03
90,14,2.098575e-03
91,14,1.654893e-03
92,14,1.308125e-03
93,14,7.861484e-04
94,14,7.890857e-04
95,14,9.099756e-04
96,14,2.196834e-03
97,14,2.515111e-03
98,14,3.459229e-03
99,14,3.366205e-03
100,14,3.800919e-03
101,14,4.095090e-03
102,14,4.581848e-03
103,14,4.738210e-03
104,14,4.395796e-03
105,14,4.529308e-03
106,14,4.602998e-03
107,14,3.573732e-03
108,14,3.645548e-03
109,14,3.478214e-03
110,14,3.926053e-03
111,14,3.787744e-03
112,14,3.762359e-03
113,14,3.375252e-03
114,14,3.143773e-03
115,14,2.670300e-03
116,14,2.300882e-03
117,14,1.733786e-03
118,14,1.954713e-03
119,14,1.586902e-03
120,14,1.138950e-03
121,14,9.959026e-04
122,14,8.224163e-04
123,14,4.024610e-04
64,15,3.493959e-04
65,15,3.789589e-04
66,15,1.146439e-03
67,15,1.118782e-03
68,15,1.694715e-03
69,15,2.024957e-03
70,15,2.318260e-03
71,15,2.721545e-03
72,15,2.547577e-03
73,15,2.736782e-03
74,15,2.603750e-03
75,15,3.908795e-03
76,15,3.518923e-03
77,15,4.436658e-03
78,15,4.498973e-03
79,15,4.794846e-03
80,15,5.174639e-03
81,15,4.620749e-03
82,15,4.925447e-03
83,15,5.009805e-03
84,15,4.721261e-03
85,15,4.239404e-03
86,15,4.071871e-03
87,15,4.191257e-03
88,15,3.729126e-03
89,15,3.626076e-03
90,15,2.790615e-03
91,15,2.220592e-03
92,15,1.915416e-03
93,15,8.766633e-04
94,15,8.274148e-04
95,15,1.858490e-03
96,15,2.258355e-03
97,15,2.775285e-03
98,15,3.522266e-03
99,15,3.668774e-03
100,15,4.862112e-03
101,15,5.039734e-03
102,15,4.693455e-03
103,15,5.144738e-03
104,15,4.702537e-03
105,15,5.718786e-03
106,15,4.505985e-03
107,15,4.518769e-03
108,15,4.482074e-03
109,15,4.295984e-03
110,15,4.409471e-03
111,15,4.029453e-03
112,15,3.522605e-03
113,15,3.381046e-03
114,15,3.362825e-03
115,15,2.793300e-03
116,15,3.133167e-03
117,15,1.615450e-03
118,15,1.818311e-03
119,15,1.563097e-03
120,15,1.287505e-03
121,15,8.737328e-04
122,15,5.857452e-04
123,15,3.613172e-04
64,16,3.566716e-04
65,16,5.736680e-04
66,16,1.212383e-03
67,16,1.191888e-03
68,16,2.160437e-03
69,16,2.539684e-03
70,16,2.352152e-03
71,16,2.953876e-03
72,16,3.394876e-03
73,16,3.635555e-03
74,16,4.242070e-03
75,16,4.202182e-03
76,16,4.513965e-03
77,16,4.582657e-03
78,16,4.879554e-03
79,16,5.015833e-03
80,16,4.841531e-03
81,16,5.416475e-03
82,16,5.661429e-03
83,16,5.356098e-03
84,16,5.607332e-03
85,16,4.522580e-03
86,16,5.633083e-03
87,16,5.017175e-03
88,16,3.939034e-03
89,16,4.322942e-03
90,16,4.370728e-03
91,16,2.608813e-03
92,16,1.571779e-03
93,16,9.265802e-04
94,16,1.093332e-03
95,16,2.223642e-03
96,16,2.665152e-03
97,16,3.083077e-03
98,16,3.884499e-03
99,16,4.818033e-03
100,16,3.812150e-03
101,16,5.325986e-03
102,16,5.828077e-03
103,16,4.672474e-03
104,16,5.329875e-03
105,16,5.625087e-03
106,16,5.397970e-03
107,16,5.159985e-03
108,16,4.656078e-03
109,16,4.830157e-03
110,16,4.968984e-03
111,16,4.420485e-03
112,16,4.568099e-03
113,16,3.848625e-03
114,16,3.843323e-03
115,16,2.986498e-03
116,16,3.017077e-03
117,16,2.928582e-03
118,16,2.303957e-03
119,16,1.845106e-03
120,16,1.511027e-03
121,16,8.762167e-04
122,16,4.131021e-04
123,16,5.099059e-04
64,17,6.586950e-04
65,17,1.104864e-03
66,17,1.262470e-03
67,17,1.463410e-03
68,17,1.964179e-03
69,17,2.899505e-03
70,17,2.406557e-03
71,17,3.418282e-03
72,17,3.830209e-03
73,17,4.214766e-03
74,17,4.115447e-03
75,17,5.125254e-03
76,17,4.749718e-03
77,17,6.002066e-03
78,17,5.411704e-03
79,17,4.944187e-03
80,17,5.405881e-03
81,17,5.444261e-03
82,17,6.025559e-03
83,17,5.589722e-03
84,17,5.973626e-03
85,17,6.206530e-03
86,17,5.905984e-03
87,17,5.194420e-03
88,17,4.704148e-03
89,17,4.712283e-03
90,17,3.849142e-03
91,17,3.237397e-03
92,17,1.963564e-03
93,17,1.086693e-03
94,17,8.869048e-04
95,17,1.905570e-03
96,17,3.000958e-03
97,17,3.664182e-03
98,17,4.553044e-03
99,17,5.448255e-03
100,17,5.677757e-03
101,17,6.383106e-03
102,17,6.290913e-03
103,17,6.177943e-03
104,17,5.658485e-03
105,17,6.336860e-03
106,17,6.484883e-03
107,17,5.447706e-03
108,17,5.554558e-03
109,17,5.477838e-03
110,17,5.115723e-03
111,17,4.643252e-03
112,17,4.165430e-03
113,17,4.525723e-03
114,17,4.513765e-03
115,17,3.489378e-03
116,17,3.598228e-03
117,17,3.172628e-03
118,17,2.329031e-03
119,17,2.012215e-03
120,17,1.643486e-03
121,17,1.108659e-03
122,17,8.774996e-04
123,17,3.143983e-04
64,18,8.842247e-05
65,18,9.405917e-04
66,18,1.514240e-03
67,18,1.660145e-03
68,18,2.328557e-03
69,18,2.581590e-03
70,18,2.861140e-03
71,18,3.118843e-03
72,18,3.741844e-03
73,18,4.072822e-03
74,18,4.585638e-03
75,18,5.253532e-03
76,18,5.342117e-03
77,18,5.653578e-03
78,18,6.304824e-03
79,18,6.516131e-03
80,18,7.082778e-03
81,18,6.107616e-03
82,18,6.608966e-03
83,18,6.214854e-03
84,18,7.056693e-03
85,18,7.294407e-03
86,18,6.115561e-03
87,18,6.152103e-03
88,18,6.659164e-03
89,18,5.625270e-03
90,18,4.634425e-03
91,18,3.723973e-03
92,18,2.197932e-03
93,18,1.273775e-03
94,18,1.137098e-03
95,18,2.697594e-03
96,18,3.895859e-03
97,18,4.576848e-03
98,18,5.089639e-03
99,18,6.436959e-03
100,18,6.548231e-03
101,18,6.815046e-03
102,18,7.080824e-03
103,18,6.739807e-03
104,18,7.584579e-03
105,18,7.178931e-03
106,18,6.172840e-03
107,18,7.041068e-03
108,18,6.265830e-03
109,18,6.371249e-03
110,18,5.714283e-03
111,18,5.227624e-03
112,18,5.427890e-03
113,18,4.448646e-03
114,18,3.689162e-03
115,18,3.792641e-03
116,18,3.602747e-03
117,18,2.660752e-03
118,18,2.473109e-03
119,18,2.217733e-03
120,18,1.563888e-03
121,18,1.260772e-03
122,18,1.059861e-03
123,18,3.137879e-04
64,19,5.006834e-04
65,19,8.401948e-04
66,19,1.567660e-03
67,19,1.783874e-03
68,19,2.292993e-03
69,19,2.484943e-03
70,19,2.912510e-03
71,19,3.213276e-03
72,19,3.737184e-03
73,19,4.472090e-03
74,19,4.972178e-03
75,19,5.219593e-03
76,19,5.595245e-03
77,19,6.866777e-03
78,19,6.789155e-03
79,19,7.084256e-03
80,19,7.529842e-03
81,19,8.020474e-03
82,19,7.729747e-03
83,19,7.616925e-03
84,19,7.621172e-03
