B_i,B_j,B_ij
0,0,0.000000e+00
1,0,-2.004013e-22
2,0,-3.492266e-22
3,0,-5.075112e-22
4,0,-6.983058e-22
5,0,-8.344002e-22
6,0,-9.061732e-22
7,0,-1.023618e-21
8,0,-1.144226e-21
9,0,-1.247542e-21
10,0,-1.242419e-21
11,0,-1.372900e-21
12,0,-1.338157e-21
13,0,-1.417813e-21
14,0,-1.460087e-21
15,0,-1.463888e-21
16,0,-1.499579e-21
17,0,-1.486246e-21
18,0,-1.483893e-21
19,0,-1.474256e-21
20,0,-1.497315e-21
21,0,-1.488959e-21
22,0,-1.486139e-21
23,0,-1.473917e-21
24,0,-1.443855e-21
25,0,-1.413970e-21
26,0,-1.388451e-21
27,0,-1.377442e-21
28,0,-1.261487e-21
29,0,-9.542189e-22
30,0,-6.338666e-22
31,0,-1.645573e-20
32,0,-5.941311e-22
33,0,-9.818669e-22
34,0,-1.178029e-21
35,0,-1.365173e-21
36,0,-1.397842e-21
37,0,-1.401410e-21
38,0,-1.422257e-21
39,0,-1.427476e-21
40,0,-1.407762e-21
41,0,-1.389711e-21
42,0,-1.424004e-21
43,0,-1.420584e-21
44,0,-1.470428e-21
45,0,-1.438334e-21
46,0,-1.476408e-21
47,0,-1.423799e-21
48,0,-1.456168e-21
49,0,-1.390683e-21
50,0,-1.370141e-21
51,0,-1.331388e-21
52,0,-1.294118e-21
53,0,-1.150384e-21
54,0,-1.092435e-21
55,0,-9.972483e-22
56,0,-8.824368e-22
57,0,-7.593893e-22
58,0,-6.916132e-22
59,0,-5.221471e-22
60,0,-3.509916e-22
61,0,-2.059801e-22
62,0,0.000000e+00
63,0,0.000000e+00
64,0,-1.871542e-22
65,0,-3.647254e-22
66,0,-5.282371e-22
67,0,-6.521477e-22
68,0,-8.238338e-22
69,0,-9.314482e-22
70,0,-1.026297e-21
71,0,-1.166764e-21
72,0,-1.184859e-21
73,0,-1.278886e-21
74,0,-1.393701e-21
75,0,-1.375973e-21
76,0,-1.383720e-21
77,0,-1.464874e-21
78,0,-1.488795e-21
79,0,-1.511883e-21
80,0,-1.466428e-21
81,0,-1.470819e-21
82,0,-1.464147e-21
83,0,-1.452036e-21
84,0,-1.437607e-21
85,0,-1.450201e-21
86,0,-1.440020e-21
87,0,-1.450867e-21
88,0,-1.415952e-21
89,0,-1.428705e-21
90,0,-1.359619e-21
91,0,-1.186444e-21
92,0,-9.440054e-22
93,0,-6.065017e-22
94,0,-6.489837e-22
95,0,-1.000536e-21
96,0,-1.207954e-21
97,0,-1.333316e-21
98,0,-1.421115e-21
99,0,-1.423044e-21
100,0,-1.469380e-21
101,0,-1.434214e-21
102,0,-1.464846e-21
103,0,-1.398193e-21
104,0,-1.411927e-21
105,0,-1.405557e-21
106,0,-1.399525e-21
107,0,-1.492174e-21
108,0,-1.497078e-21
109,0,-1.510806e-21
110,0,-1.428906e-21
111,0,-1.410192e-21
112,0,-1.348627e-21
113,0,-1.314345e-21
114,0,-1.242792e-21
115,0,-1.174361e-21
116,0,-1.094808e-21
117,0,-1.020741e-21
118,0,-9.186408e-22
119,0,-7.761412e-22
120,0,-6.731958e-22
121,0,-4.990338e-22
122,0,-3.573437e-22
123,0,-1.696999e-22
124,0,0.000000e+00
